,SiteName,LocationName,GenericLocation,Session,OrdSession,RevenueType,Wine,Date,Day,OrdDay,Revenue
121522,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-20,Tuesday,2_Tuesday,159.04
121523,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-21,Wednesday,3_Wednesday,279.62
121524,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-22,Thursday,4_Thursday,846.85
121525,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-23,Friday,5_Friday,782.5300000000001
121526,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-24,Saturday,6_Saturday,1742.25
121527,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-25,Sunday,7_Sunday,1517.83
121528,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-26,Monday,1_Monday,624.3500000000001
121529,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-27,Tuesday,2_Tuesday,505.89
121530,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-28,Wednesday,3_Wednesday,924.05
121531,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-29,Thursday,4_Thursday,954.0700000000002
121532,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-30,Friday,5_Friday,1073.27
121533,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-10-31,Saturday,6_Saturday,2095.33
121534,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-11-01,Sunday,7_Sunday,1888.1499999999999
121535,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-11-02,Monday,1_Monday,706.04
121536,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-11-03,Tuesday,2_Tuesday,1137.8600000000001
121537,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-11-04,Wednesday,3_Wednesday,1673.9499999999998
121538,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-12-02,Wednesday,3_Wednesday,194.28
121539,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-12-03,Thursday,4_Thursday,202.22000000000003
121540,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-12-04,Friday,5_Friday,645.16
121541,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-12-05,Saturday,6_Saturday,2047.58
121542,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-12-06,Sunday,7_Sunday,2360.5999999999995
121543,Madison,Restaurant,Restaurant,Lunch,2,Food,Non-Wine,2020-12-07,Monday,1_Monday,735.03
121574,Madison,Restaurant,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-06,Tuesday,2_Tuesday,500.0
121575,Madison,Restaurant,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-14,Wednesday,3_Wednesday,208.33
121761,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-01,Friday,5_Friday,2293.57
121762,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-02,Saturday,6_Saturday,685.57
121763,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-04,Monday,1_Monday,584.0300000000001
121764,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-05,Tuesday,2_Tuesday,475.55999999999995
121765,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-06,Wednesday,3_Wednesday,1121.8799999999999
121766,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-07,Thursday,4_Thursday,2740.99
121767,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-08,Friday,5_Friday,3815.58
121768,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-09,Saturday,6_Saturday,1334.41
121769,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-11,Monday,1_Monday,308.03999999999996
121770,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-12,Tuesday,2_Tuesday,507.39
121771,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-13,Wednesday,3_Wednesday,2341.16
121772,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-14,Thursday,4_Thursday,1895.1399999999999
121773,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-15,Friday,5_Friday,2190.4
121774,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-16,Saturday,6_Saturday,1032.01
121775,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-18,Monday,1_Monday,345.99
121776,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-19,Tuesday,2_Tuesday,728.38
121777,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-20,Wednesday,3_Wednesday,1025.0900000000001
121778,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-21,Thursday,4_Thursday,3174.9399999999996
121779,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-22,Friday,5_Friday,2057.57
121780,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-23,Saturday,6_Saturday,767.38
121781,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-25,Monday,1_Monday,290.18
121782,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-26,Tuesday,2_Tuesday,1166.59
121783,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-27,Wednesday,3_Wednesday,1627.2000000000003
121784,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-28,Thursday,4_Thursday,2631.3
121785,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-29,Friday,5_Friday,3736.67
121786,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-30,Saturday,6_Saturday,1491.8999999999999
121787,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-01,Sunday,7_Sunday,12.29
121788,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-02,Monday,1_Monday,152.10999999999999
121789,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-03,Tuesday,2_Tuesday,2395.3199999999997
121790,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-04,Wednesday,3_Wednesday,1966.2100000000003
121791,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-05,Thursday,4_Thursday,9349.43
121792,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-06,Friday,5_Friday,6383.7
121793,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-07,Saturday,6_Saturday,1290.8600000000001
121794,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-09,Monday,1_Monday,1401.9900000000002
121894,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-01,Thursday,4_Thursday,547.53
121895,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-02,Friday,5_Friday,466.46999999999997
121896,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-03,Saturday,6_Saturday,2141.38
121897,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-04,Sunday,7_Sunday,36.25
121898,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-06,Tuesday,2_Tuesday,215.71
121899,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-07,Wednesday,3_Wednesday,260.17
121900,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-08,Thursday,4_Thursday,871.54
121901,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-09,Friday,5_Friday,626.49
121902,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-10,Saturday,6_Saturday,1729.6
121903,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-14,Wednesday,3_Wednesday,241.39000000000001
121904,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-15,Thursday,4_Thursday,631.96
121905,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-16,Friday,5_Friday,465.9
121906,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-17,Saturday,6_Saturday,640.73
121907,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-18,Sunday,7_Sunday,11.67
121908,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-21,Wednesday,3_Wednesday,132.94
121909,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-22,Thursday,4_Thursday,171.7
121910,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-23,Friday,5_Friday,518.97
121911,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-24,Saturday,6_Saturday,997.8499999999999
121912,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-28,Wednesday,3_Wednesday,56.25
121913,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-29,Thursday,4_Thursday,1035.3600000000001
121914,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-30,Friday,5_Friday,943.1
121915,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-10-31,Saturday,6_Saturday,875.48
121916,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-12-02,Wednesday,3_Wednesday,294.5
121917,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-12-03,Thursday,4_Thursday,1043.57
121918,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-12-04,Friday,5_Friday,414.46000000000004
121919,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-12-05,Saturday,6_Saturday,767.5099999999999
121920,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Non-Wine,2020-12-07,Monday,1_Monday,237.89
122099,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-01,Friday,5_Friday,537.11
122100,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-02,Saturday,6_Saturday,280.84000000000003
122101,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-04,Monday,1_Monday,108.35
122102,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-05,Tuesday,2_Tuesday,277.08
122103,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-06,Wednesday,3_Wednesday,586.65
122104,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-07,Thursday,4_Thursday,1157.46
122105,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-08,Friday,5_Friday,677.92
122106,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-09,Saturday,6_Saturday,467.5
122107,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-11,Monday,1_Monday,37.489999999999995
122108,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-12,Tuesday,2_Tuesday,476.65999999999997
122109,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-13,Wednesday,3_Wednesday,559.13
122110,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-14,Thursday,4_Thursday,831.6299999999999
122111,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-15,Friday,5_Friday,697.53
122112,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-16,Saturday,6_Saturday,371.21000000000004
122113,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-18,Monday,1_Monday,334.13999999999993
122114,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-19,Tuesday,2_Tuesday,479.57
122115,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-20,Wednesday,3_Wednesday,409.19000000000005
122116,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-21,Thursday,4_Thursday,818.78
122117,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-22,Friday,5_Friday,786.26
122118,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-23,Saturday,6_Saturday,383.74
122119,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-25,Monday,1_Monday,42.5
122120,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-26,Tuesday,2_Tuesday,874.16
122121,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-27,Wednesday,3_Wednesday,1033.31
122122,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-28,Thursday,4_Thursday,2465.0
122123,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-29,Friday,5_Friday,344.97
122124,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-11-30,Saturday,6_Saturday,835.4
122125,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-12-02,Monday,1_Monday,177.5
122126,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-12-03,Tuesday,2_Tuesday,10587.54
122127,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-12-04,Wednesday,3_Wednesday,889.1700000000001
122128,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-12-05,Thursday,4_Thursday,12956.72
122129,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-12-06,Friday,5_Friday,124.98
122130,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-12-07,Saturday,6_Saturday,391.27
122131,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2019-12-09,Monday,1_Monday,184.56
122231,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-01,Thursday,4_Thursday,120.4
122232,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-02,Friday,5_Friday,148.34
122233,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-03,Saturday,6_Saturday,482.09000000000003
122234,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-06,Tuesday,2_Tuesday,92.1
122235,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-08,Thursday,4_Thursday,334.58
122236,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-09,Friday,5_Friday,284.59000000000003
122237,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-10,Saturday,6_Saturday,579.57
122238,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-14,Wednesday,3_Wednesday,21.68
122239,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-15,Thursday,4_Thursday,268.34000000000003
122240,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-16,Friday,5_Friday,371.68
122241,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-17,Saturday,6_Saturday,370.8500000000001
122242,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-21,Wednesday,3_Wednesday,41.67
122243,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-22,Thursday,4_Thursday,179.59
122244,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-23,Friday,5_Friday,306.23
122245,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-24,Saturday,6_Saturday,84.6
122246,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-28,Wednesday,3_Wednesday,48.33
122247,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-29,Thursday,4_Thursday,284.18
122248,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-30,Friday,5_Friday,157.51
122249,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-10-31,Saturday,6_Saturday,231.26999999999998
122250,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-12-02,Wednesday,3_Wednesday,109.97999999999999
122251,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-12-03,Thursday,4_Thursday,263.3
122252,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-12-04,Friday,5_Friday,246.25
122253,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-12-05,Saturday,6_Saturday,782.4699999999999
122254,New Street Warehouse,Bar,Bar,Dinner,3,Beverage,Wine,2020-12-07,Monday,1_Monday,135.82999999999998
122320,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-01,Friday,5_Friday,-23.33
122321,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-04,Monday,1_Monday,-21.79
122322,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-07,Thursday,4_Thursday,-24.16
122323,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-09,Saturday,6_Saturday,-188.45
122324,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-14,Thursday,4_Thursday,-74.62
122325,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-15,Friday,5_Friday,-26.64
122326,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-22,Friday,5_Friday,-37.07
122327,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-23,Saturday,6_Saturday,0.0
122328,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-29,Friday,5_Friday,-34.56999999999999
122329,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-12-03,Tuesday,2_Tuesday,-14.94
122373,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-01,Thursday,4_Thursday,-11.9
122374,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-08,Thursday,4_Thursday,-62.52
122375,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-09,Friday,5_Friday,-40.48
122376,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-10,Saturday,6_Saturday,-197.49
122377,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-16,Friday,5_Friday,-64.06
122378,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-17,Saturday,6_Saturday,-45.0
122379,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-21,Wednesday,3_Wednesday,-11.47
122380,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-22,Thursday,4_Thursday,-45.22
122381,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-29,Thursday,4_Thursday,-68.67
122382,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-30,Friday,5_Friday,-98.37
122383,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-10-31,Saturday,6_Saturday,-42.34
122384,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-12-03,Thursday,4_Thursday,-76.59
122385,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-12-05,Saturday,6_Saturday,0.0
122386,New Street Warehouse,Bar,Bar,Dinner,3,Discounts,Non-Wine,2020-12-07,Monday,1_Monday,-181.79000000000002
122564,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-01,Friday,5_Friday,164.18
122565,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-02,Saturday,6_Saturday,79.16
122566,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-04,Monday,1_Monday,54.17
122567,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-05,Tuesday,2_Tuesday,161.26
122568,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-06,Wednesday,3_Wednesday,269.57
122569,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-07,Thursday,4_Thursday,585.88
122570,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-08,Friday,5_Friday,212.93000000000004
122571,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-09,Saturday,6_Saturday,185.85
122572,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-11,Monday,1_Monday,9.99
122573,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-12,Tuesday,2_Tuesday,60.81999999999999
122574,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-13,Wednesday,3_Wednesday,400.83
122575,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-14,Thursday,4_Thursday,325.45
122576,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-15,Friday,5_Friday,160.84
122577,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-16,Saturday,6_Saturday,102.89999999999999
122578,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-18,Monday,1_Monday,70.44
122579,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-19,Tuesday,2_Tuesday,66.24
122580,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-20,Wednesday,3_Wednesday,88.75
122581,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-21,Thursday,4_Thursday,1224.1599999999999
122582,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-22,Friday,5_Friday,257.09000000000003
122583,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-23,Saturday,6_Saturday,70.83
122584,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-25,Monday,1_Monday,40.43000000000001
122585,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-26,Tuesday,2_Tuesday,1066.23
122586,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-27,Wednesday,3_Wednesday,550.4399999999999
122587,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-28,Thursday,4_Thursday,3619.18
122588,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-29,Friday,5_Friday,527.07
122589,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-30,Saturday,6_Saturday,194.16
122590,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-02,Monday,1_Monday,39.58
122591,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-03,Tuesday,2_Tuesday,2657.49
122592,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-04,Wednesday,3_Wednesday,319.59000000000003
122593,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-05,Thursday,4_Thursday,5875.0
122594,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-06,Friday,5_Friday,4785.0
122595,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-07,Saturday,6_Saturday,422.09
122596,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-09,Monday,1_Monday,309.18
122691,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-01,Thursday,4_Thursday,56.18999999999999
122692,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-02,Friday,5_Friday,24.29
122693,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-03,Saturday,6_Saturday,117.62
122694,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-06,Tuesday,2_Tuesday,65.22
122695,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-07,Wednesday,3_Wednesday,45.98
122696,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-08,Thursday,4_Thursday,208.92999999999998
122697,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-09,Friday,5_Friday,87.62
122698,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-10,Saturday,6_Saturday,147.60000000000002
122699,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-15,Thursday,4_Thursday,38.169999999999995
122700,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-16,Friday,5_Friday,102.41
122701,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-17,Saturday,6_Saturday,50.0
122702,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-21,Wednesday,3_Wednesday,38.1
122703,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-22,Thursday,4_Thursday,53.81999999999999
122704,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-23,Friday,5_Friday,181.92000000000002
122705,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-24,Saturday,6_Saturday,44.29
122706,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-29,Thursday,4_Thursday,50.010000000000005
122707,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-30,Friday,5_Friday,164.74
122708,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-10-31,Saturday,6_Saturday,168.58999999999997
122709,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-12-02,Wednesday,3_Wednesday,84.30000000000001
122710,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-12-03,Thursday,4_Thursday,754.3100000000001
122711,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-12-04,Friday,5_Friday,559.11
122712,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-12-05,Saturday,6_Saturday,844.0500000000001
122713,New Street Warehouse,Bar,Bar,Dinner,3,Food,Non-Wine,2020-12-07,Monday,1_Monday,109.52
122897,New Street Warehouse,Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-01,Friday,5_Friday,259.32
122898,New Street Warehouse,Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-02,Saturday,6_Saturday,133.07999999999998
122899,New Street Warehouse,Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-03,Sunday,7_Sunday,95.82
