,Restaurant,As Of Day,Days Before Week Commencing,Reservation Week,Covers,Table,Week,Color,Alpha
3750,Butlers Wharf Chophouse Restaurant,Thursday,18,51,71.0,Future Weeks,Next Week,Purple,1.0
3751,Butlers Wharf Chophouse Restaurant,Thursday,18,50,91.0,Future Weeks,This Week,Red,1.0
3752,Butlers Wharf Chophouse Restaurant,Thursday,18,49,109.0,Future Weeks,Last Week,Orange,1.0
3753,Butlers Wharf Chophouse Restaurant,Thursday,18,45,41.0,Future Weeks,5 Weeks Ago,Blue,0.2
3754,14 Hills,Thursday,18,52,182.0,Future Weeks,2 Weeks Time,Black,1.0
3755,Aster,Thursday,18,45,34.0,Future Weeks,5 Weeks Ago,Blue,0.2
3756,Pont de la Tour,Thursday,18,52,13.0,Future Weeks,2 Weeks Time,Black,1.0
3757,New Street Grill,Thursday,18,50,276.0,Future Weeks,This Week,Red,1.0
3758,100 Wardour St,Thursday,18,48,188.0,Future Weeks,2 Weeks Ago,Blue,0.8
3759,100 Wardour St,Thursday,18,49,408.0,Future Weeks,Last Week,Orange,1.0
3760,100 Wardour St,Thursday,18,50,489.0,Future Weeks,This Week,Red,1.0
3761,100 Wardour St,Thursday,18,51,712.0,Future Weeks,Next Week,Purple,1.0
3762,100 Wardour St,Thursday,18,52,167.0,Future Weeks,2 Weeks Time,Black,1.0
3763,100 Wardour St,Thursday,18,45,512.0,Future Weeks,5 Weeks Ago,Blue,0.2
3764,Orrery,Thursday,18,45,20.0,Future Weeks,5 Weeks Ago,Blue,0.2
3765,Fish Market,Thursday,18,52,612.0,Future Weeks,2 Weeks Time,Black,1.0
3766,Fish Market,Thursday,18,51,566.0,Future Weeks,Next Week,Purple,1.0
3767,Quaglino's Restaurant,Thursday,18,52,37.0,Future Weeks,2 Weeks Time,Black,1.0
3768,Quaglino's Restaurant,Thursday,18,51,19.0,Future Weeks,Next Week,Purple,1.0
3769,Cantina del Ponte,Thursday,18,52,61.0,Future Weeks,2 Weeks Time,Black,1.0
3770,Cantina del Ponte,Thursday,18,51,22.0,Future Weeks,Next Week,Purple,1.0
3771,Cantina del Ponte,Thursday,18,50,52.0,Future Weeks,This Week,Red,1.0
3772,Cantina del Ponte,Thursday,18,49,20.0,Future Weeks,Last Week,Orange,1.0
3773,Cantina del Ponte,Thursday,18,45,22.0,Future Weeks,5 Weeks Ago,Blue,0.2
3774,Quaglino's Restaurant,Thursday,18,50,27.0,Future Weeks,This Week,Red,1.0
3775,Fish Market,Thursday,18,50,464.0,Future Weeks,This Week,Red,1.0
3776,Fish Market,Thursday,18,49,231.0,Future Weeks,Last Week,Orange,1.0
3777,Fish Market,Thursday,18,48,84.0,Future Weeks,2 Weeks Ago,Blue,0.8
3778,Fish Market,Thursday,18,45,216.0,Future Weeks,5 Weeks Ago,Blue,0.2
3779,New Street Grill,Thursday,18,45,42.0,Future Weeks,5 Weeks Ago,Blue,0.2
3780,Aster,Thursday,18,52,11.0,Future Weeks,2 Weeks Time,Black,1.0
3781,Aster,Thursday,18,51,30.0,Future Weeks,Next Week,Purple,1.0
3782,Aster,Thursday,18,50,28.0,Future Weeks,This Week,Red,1.0
3783,Aster,Thursday,18,49,33.0,Future Weeks,Last Week,Orange,1.0
3784,Aster,Thursday,18,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
3785,New Street Grill,Thursday,18,48,35.0,Future Weeks,2 Weeks Ago,Blue,0.8
3786,New Street Grill,Thursday,18,49,143.0,Future Weeks,Last Week,Orange,1.0
3787,Radici,Thursday,18,52,35.0,Future Weeks,2 Weeks Time,Black,1.0
3788,German Gymnasium,Thursday,18,49,198.0,Future Weeks,Last Week,Orange,1.0
3789,Orrery,Thursday,18,48,8.0,Future Weeks,2 Weeks Ago,Blue,0.8
3790,Orrery,Thursday,18,49,21.0,Future Weeks,Last Week,Orange,1.0
3791,Quaglino's,Thursday,18,48,35.0,Future Weeks,2 Weeks Ago,Blue,0.8
3792,Issho,Thursday,18,48,0.0,Future Weeks,2 Weeks Ago,Blue,0.8
3793,Issho,Thursday,18,45,65.0,Future Weeks,5 Weeks Ago,Blue,0.2
3794,Quaglino's,Thursday,18,45,168.0,Future Weeks,5 Weeks Ago,Blue,0.2
3795,Issho Restaurant,Thursday,18,45,4.0,Future Weeks,5 Weeks Ago,Blue,0.2
3796,Issho Restaurant,Thursday,18,49,21.0,Future Weeks,Last Week,Orange,1.0
3797,Issho Restaurant,Thursday,18,50,11.0,Future Weeks,This Week,Red,1.0
3798,Issho Restaurant,Thursday,18,51,9.0,Future Weeks,Next Week,Purple,1.0
3799,Issho Restaurant,Thursday,18,52,12.0,Future Weeks,2 Weeks Time,Black,1.0
3800,Paternoster Chophouse,Thursday,18,45,585.0,Future Weeks,5 Weeks Ago,Blue,0.2
3801,Paternoster Chophouse,Thursday,18,49,768.0,Future Weeks,Last Week,Orange,1.0
3802,Paternoster Chophouse,Thursday,18,50,1171.0,Future Weeks,This Week,Red,1.0
3803,Paternoster Chophouse,Thursday,18,51,1238.0,Future Weeks,Next Week,Purple,1.0
3804,Bluebird Chelsea Private Dining,Thursday,18,52,24.0,Future Weeks,2 Weeks Time,Black,1.0
3805,Bluebird Chelsea Private Dining,Thursday,18,51,51.0,Future Weeks,Next Week,Purple,1.0
3806,Bluebird Chelsea Private Dining,Thursday,18,50,104.0,Future Weeks,This Week,Red,1.0
3807,Bluebird Chelsea Private Dining,Thursday,18,45,16.0,Future Weeks,5 Weeks Ago,Blue,0.2
3808,Quaglino's,Thursday,18,49,134.0,Future Weeks,Last Week,Orange,1.0
3809,Quaglino's,Thursday,18,50,243.0,Future Weeks,This Week,Red,1.0
3810,Quaglino's,Thursday,18,51,349.0,Future Weeks,Next Week,Purple,1.0
3811,Bluebird Chelsea Restaurant,Thursday,18,45,112.0,Future Weeks,5 Weeks Ago,Blue,0.2
3812,100 Wardour St Lounge Bar,Thursday,18,45,41.0,Future Weeks,5 Weeks Ago,Blue,0.2
3813,100 Wardour St Lounge Bar,Thursday,18,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
3814,Bluebird Chelsea Restaurant,Thursday,18,52,384.0,Future Weeks,2 Weeks Time,Black,1.0
3815,Bluebird Chelsea Restaurant,Thursday,18,51,439.0,Future Weeks,Next Week,Purple,1.0
3816,Bluebird Chelsea Restaurant,Thursday,18,50,223.0,Future Weeks,This Week,Red,1.0
3817,Bluebird Chelsea Restaurant,Thursday,18,49,218.0,Future Weeks,Last Week,Orange,1.0
3818,Bluebird Chelsea Restaurant,Thursday,18,48,65.0,Future Weeks,2 Weeks Ago,Blue,0.8
3819,100 Wardour St Lounge Bar,Thursday,18,49,25.0,Future Weeks,Last Week,Orange,1.0
3820,Issho,Thursday,18,49,125.0,Future Weeks,Last Week,Orange,1.0
3821,100 Wardour St Lounge Bar,Thursday,18,50,22.0,Future Weeks,This Week,Red,1.0
3822,100 Wardour St Lounge Bar,Thursday,18,51,27.0,Future Weeks,Next Week,Purple,1.0
3823,100 Wardour St Lounge Bar,Thursday,18,52,10.0,Future Weeks,2 Weeks Time,Black,1.0
3824,Issho,Thursday,18,52,288.0,Future Weeks,2 Weeks Time,Black,1.0
3825,Quaglino's,Thursday,18,52,290.0,Future Weeks,2 Weeks Time,Black,1.0
3826,Issho,Thursday,18,51,309.0,Future Weeks,Next Week,Purple,1.0
3827,Issho,Thursday,18,50,199.0,Future Weeks,This Week,Red,1.0
3828,Paternoster Chophouse,Thursday,18,52,980.0,Future Weeks,2 Weeks Time,Black,1.0
3829,Bluebird White City,Thursday,18,45,10.0,Future Weeks,5 Weeks Ago,Blue,0.2
3830,Bluebird White City,Thursday,18,48,5.0,Future Weeks,2 Weeks Ago,Blue,0.8
3831,100 Wardour St Club Bar,Thursday,18,49,6.0,Future Weeks,Last Week,Orange,1.0
3832,German Gymnasium,Thursday,18,50,208.0,Future Weeks,This Week,Red,1.0
3833,Bluebird Chelsea Cafe,Thursday,18,52,25.0,Future Weeks,2 Weeks Time,Black,1.0
3834,Bluebird Chelsea Cafe,Thursday,18,51,15.0,Future Weeks,Next Week,Purple,1.0
3835,Bluebird Chelsea Cafe,Thursday,18,50,18.0,Future Weeks,This Week,Red,1.0
3836,Bluebird Chelsea Cafe,Thursday,18,48,16.0,Future Weeks,2 Weeks Ago,Blue,0.8
3837,German Gymnasium,Thursday,18,48,14.0,Future Weeks,2 Weeks Ago,Blue,0.8
3838,German Gymnasium,Thursday,18,45,140.0,Future Weeks,5 Weeks Ago,Blue,0.2
3839,100 Wardour St Club Bar,Thursday,18,45,8.0,Future Weeks,5 Weeks Ago,Blue,0.2
3840,Launceston Place,Thursday,18,52,200.0,Future Weeks,2 Weeks Time,Black,1.0
3841,Orrery,Thursday,18,52,21.0,Future Weeks,2 Weeks Time,Black,1.0
3842,Radici,Thursday,18,45,21.0,Future Weeks,5 Weeks Ago,Blue,0.2
3843,Radici,Thursday,18,49,30.0,Future Weeks,Last Week,Orange,1.0
3844,Radici,Thursday,18,50,69.0,Future Weeks,This Week,Red,1.0
3845,Radici,Thursday,18,51,24.0,Future Weeks,Next Week,Purple,1.0
3846,Orrery,Thursday,18,51,33.0,Future Weeks,Next Week,Purple,1.0
3847,Orrery,Thursday,18,50,37.0,Future Weeks,This Week,Red,1.0
3848,German Gymnasium,Thursday,18,51,255.0,Future Weeks,Next Week,Purple,1.0
3849,Launceston Place,Thursday,18,51,404.0,Future Weeks,Next Week,Purple,1.0
3850,Bluebird White City,Thursday,18,49,6.0,Future Weeks,Last Week,Orange,1.0
3851,Sartoria,Thursday,18,51,29.0,Future Weeks,Next Week,Purple,1.0
3852,Bluebird White City,Thursday,18,50,4.0,Future Weeks,This Week,Red,1.0
3853,Bluebird White City,Thursday,18,51,6.0,Future Weeks,Next Week,Purple,1.0
3854,Bluebird White City,Thursday,18,52,9.0,Future Weeks,2 Weeks Time,Black,1.0
3855,Sartoria,Thursday,18,45,33.0,Future Weeks,5 Weeks Ago,Blue,0.2
3856,Sartoria,Thursday,18,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
3857,Sartoria,Thursday,18,49,8.0,Future Weeks,Last Week,Orange,1.0
3858,Sartoria,Thursday,18,50,46.0,Future Weeks,This Week,Red,1.0
3859,Sartoria,Thursday,18,52,30.0,Future Weeks,2 Weeks Time,Black,1.0
3860,German Gymnasium,Thursday,18,52,219.0,Future Weeks,2 Weeks Time,Black,1.0
3861,Blueprint Cafe,Thursday,18,49,100.0,Future Weeks,Last Week,Orange,1.0
3862,Launceston Place,Thursday,18,45,226.0,Future Weeks,5 Weeks Ago,Blue,0.2
3863,Launceston Place,Thursday,18,48,153.0,Future Weeks,2 Weeks Ago,Blue,0.8
3864,Launceston Place,Thursday,18,49,275.0,Future Weeks,Last Week,Orange,1.0
3865,Launceston Place,Thursday,18,50,416.0,Future Weeks,This Week,Red,1.0
3866,100 Wardour St Club Bar,Thursday,18,51,30.0,Future Weeks,Next Week,Purple,1.0
3867,100 Wardour St Club Bar,Thursday,18,50,81.0,Future Weeks,This Week,Red,1.0
3868,Plateau,Thursday,18,51,327.0,Future Weeks,Next Week,Purple,1.0
3869,14 Hills,Thursday,18,50,349.0,Future Weeks,This Week,Red,1.0
3870,Angler Restaurant,Thursday,18,49,47.0,Future Weeks,Last Week,Orange,1.0
3871,Coq d’Argent,Thursday,18,45,189.0,Future Weeks,5 Weeks Ago,Blue,0.2
3872,Coq d’Argent,Thursday,18,49,323.0,Future Weeks,Last Week,Orange,1.0
3873,Coq d’Argent,Thursday,18,50,607.0,Future Weeks,This Week,Red,1.0
3874,Angelica,Thursday,18,49,55.0,Future Weeks,Last Week,Orange,1.0
3875,Angelica,Thursday,18,50,52.0,Future Weeks,This Week,Red,1.0
3876,Angelica,Thursday,18,51,48.0,Future Weeks,Next Week,Purple,1.0
3877,Crafthouse,Thursday,18,51,9.0,Future Weeks,Next Week,Purple,1.0
3878,East 59th,Thursday,18,45,10.0,Future Weeks,5 Weeks Ago,Blue,0.2
3879,East 59th,Thursday,18,49,27.0,Future Weeks,Last Week,Orange,1.0
3880,East 59th,Thursday,18,50,10.0,Future Weeks,This Week,Red,1.0
3881,East 59th,Thursday,18,51,33.0,Future Weeks,Next Week,Purple,1.0
3882,East 59th,Thursday,18,52,70.0,Future Weeks,2 Weeks Time,Black,1.0
3883,Old Bengal Bar,Thursday,18,49,62.0,Future Weeks,Last Week,Orange,1.0
3884,Coq d’Argent,Thursday,18,51,797.0,Future Weeks,Next Week,Purple,1.0
3885,Coq d’Argent,Thursday,18,52,389.0,Future Weeks,2 Weeks Time,Black,1.0
3886,New Street Wine Shop,Thursday,18,45,61.0,Future Weeks,5 Weeks Ago,Blue,0.2
3887,New Street Wine Shop,Thursday,18,52,63.0,Future Weeks,2 Weeks Time,Black,1.0
3888,New Street Wine Shop,Thursday,18,49,134.0,Future Weeks,Last Week,Orange,1.0
3889,New Street Wine Shop,Thursday,18,51,160.0,Future Weeks,Next Week,Purple,1.0
3890,Angler Restaurant,Thursday,18,45,26.0,Future Weeks,5 Weeks Ago,Blue,0.2
3891,New Street Wine Shop,Thursday,18,50,146.0,Future Weeks,This Week,Red,1.0
3892,Angler Restaurant,Thursday,18,50,75.0,Future Weeks,This Week,Red,1.0
3893,Angler Restaurant,Thursday,18,51,70.0,Future Weeks,Next Week,Purple,1.0
3894,Angler Restaurant,Thursday,18,52,45.0,Future Weeks,2 Weeks Time,Black,1.0
3895,Coq d’Argent,Thursday,18,48,117.0,Future Weeks,2 Weeks Ago,Blue,0.8
3896,Angelica,Thursday,18,52,52.0,Future Weeks,2 Weeks Time,Black,1.0
3897,Plateau,Thursday,18,52,89.0,Future Weeks,2 Weeks Time,Black,1.0
3898,20 Stories,Thursday,18,45,469.0,Future Weeks,5 Weeks Ago,Blue,0.2
3899,Angelica,Thursday,18,45,53.0,Future Weeks,5 Weeks Ago,Blue,0.2
3900,20 Stories,Thursday,18,52,616.0,Future Weeks,2 Weeks Time,Black,1.0
3901,Old Bengal Bar,Thursday,18,48,5.0,Future Weeks,2 Weeks Ago,Blue,0.8
3902,Old Bengal Bar,Thursday,18,45,2.0,Future Weeks,5 Weeks Ago,Blue,0.2
3903,20 Stories,Thursday,18,51,730.0,Future Weeks,Next Week,Purple,1.0
3904,Crafthouse,Thursday,18,45,5.0,Future Weeks,5 Weeks Ago,Blue,0.2
3905,Crafthouse,Thursday,18,49,10.0,Future Weeks,Last Week,Orange,1.0
3906,20 Stories,Thursday,18,49,573.0,Future Weeks,Last Week,Orange,1.0
3907,Crafthouse,Thursday,18,50,7.0,Future Weeks,This Week,Red,1.0
3908,20 Stories,Thursday,18,50,571.0,Future Weeks,This Week,Red,1.0
3909,Old Bengal Bar,Thursday,18,51,10.0,Future Weeks,Next Week,Purple,1.0
3910,Old Bengal Bar,Thursday,18,50,42.0,Future Weeks,This Week,Red,1.0
3911,Old Bengal Bar,Thursday,18,52,21.0,Future Weeks,2 Weeks Time,Black,1.0
3913,100 Wardour St Club Bar,Friday,17,45,8.0,Future Weeks,5 Weeks Ago,Blue,0.2
3914,100 Wardour St Club Bar,Friday,17,49,6.0,Future Weeks,Last Week,Orange,1.0
3915,100 Wardour St Club Bar,Friday,17,50,81.0,Future Weeks,This Week,Red,1.0
3916,German Gymnasium,Friday,17,50,210.0,Future Weeks,This Week,Red,1.0
3917,German Gymnasium,Friday,17,52,232.0,Future Weeks,2 Weeks Time,Black,1.0
3918,Cantina del Ponte,Friday,17,52,61.0,Future Weeks,2 Weeks Time,Black,1.0
3919,Fish Market,Friday,17,48,78.0,Future Weeks,2 Weeks Ago,Blue,0.8
3920,Plateau,Friday,17,45,60.0,Future Weeks,5 Weeks Ago,Blue,0.2
3921,Cantina del Ponte,Friday,17,45,22.0,Future Weeks,5 Weeks Ago,Blue,0.2
3923,Cantina del Ponte,Friday,17,49,28.0,Future Weeks,Last Week,Orange,1.0
3924,Launceston Place,Friday,17,48,151.0,Future Weeks,2 Weeks Ago,Blue,0.8
3925,Fiume,Friday,17,45,12.0,Future Weeks,5 Weeks Ago,Blue,0.2
3926,Cantina del Ponte,Friday,17,50,52.0,Future Weeks,This Week,Red,1.0
3928,Angler Restaurant,Friday,17,45,26.0,Future Weeks,5 Weeks Ago,Blue,0.2
3929,German Gymnasium,Friday,17,49,226.0,Future Weeks,Last Week,Orange,1.0
3930,German Gymnasium,Friday,17,48,14.0,Future Weeks,2 Weeks Ago,Blue,0.8
3931,New Street Grill,Friday,17,52,234.0,Future Weeks,2 Weeks Time,Black,1.0
3933,New Street Grill,Friday,17,50,281.0,Future Weeks,This Week,Red,1.0
3935,German Gymnasium,Friday,17,45,147.0,Future Weeks,5 Weeks Ago,Blue,0.2
3936,Fish Market,Friday,17,45,236.0,Future Weeks,5 Weeks Ago,Blue,0.2
3937,Launceston Place,Friday,17,50,433.0,Future Weeks,This Week,Red,1.0
3938,New Street Grill,Friday,17,49,147.0,Future Weeks,Last Week,Orange,1.0
3939,New Street Grill,Friday,17,48,33.0,Future Weeks,2 Weeks Ago,Blue,0.8
3940,New Street Grill,Friday,17,45,49.0,Future Weeks,5 Weeks Ago,Blue,0.2
3944,Pont de la Tour,Friday,17,45,42.0,Future Weeks,5 Weeks Ago,Blue,0.2
3946,Launceston Place,Friday,17,45,276.0,Future Weeks,5 Weeks Ago,Blue,0.2
3947,Pont de la Tour,Friday,17,49,35.0,Future Weeks,Last Week,Orange,1.0
3948,Launceston Place,Friday,17,49,285.0,Future Weeks,Last Week,Orange,1.0
3949,100 Wardour St,Friday,17,52,169.0,Future Weeks,2 Weeks Time,Black,1.0
3950,Launceston Place,Friday,17,52,214.0,Future Weeks,2 Weeks Time,Black,1.0
3951,Crafthouse,Friday,17,49,10.0,Future Weeks,Last Week,Orange,1.0
3953,Old Bengal Bar,Friday,17,49,62.0,Future Weeks,Last Week,Orange,1.0
3954,Plateau,Friday,17,52,103.0,Future Weeks,2 Weeks Time,Black,1.0
3955,Bluebird Chelsea Private Dining,Friday,17,52,24.0,Future Weeks,2 Weeks Time,Black,1.0
3956,Bluebird Chelsea Private Dining,Friday,17,50,104.0,Future Weeks,This Week,Red,1.0
3957,Bluebird Chelsea Private Dining,Friday,17,45,16.0,Future Weeks,5 Weeks Ago,Blue,0.2
3959,Angelica,Friday,17,52,52.0,Future Weeks,2 Weeks Time,Black,1.0
3960,Angelica,Friday,17,50,52.0,Future Weeks,This Week,Red,1.0
3963,Crafthouse,Friday,17,45,5.0,Future Weeks,5 Weeks Ago,Blue,0.2
3964,Crafthouse,Friday,17,50,7.0,Future Weeks,This Week,Red,1.0
3965,Angler Restaurant,Friday,17,49,47.0,Future Weeks,Last Week,Orange,1.0
3966,Crafthouse,Friday,17,52,1.0,Future Weeks,2 Weeks Time,Black,1.0
3967,Butlers Wharf Chophouse Restaurant,Friday,17,45,41.0,Future Weeks,5 Weeks Ago,Blue,0.2
3968,Butlers Wharf Chophouse Restaurant,Friday,17,49,109.0,Future Weeks,Last Week,Orange,1.0
3969,Butlers Wharf Chophouse Restaurant,Friday,17,50,105.0,Future Weeks,This Week,Red,1.0
3970,Angelica,Friday,17,49,57.0,Future Weeks,Last Week,Orange,1.0
3971,Angelica,Friday,17,45,62.0,Future Weeks,5 Weeks Ago,Blue,0.2
3972,Old Bengal Bar,Friday,17,45,2.0,Future Weeks,5 Weeks Ago,Blue,0.2
3974,Butlers Wharf Chophouse Restaurant,Friday,17,52,210.0,Future Weeks,2 Weeks Time,Black,1.0
3976,Plateau,Friday,17,50,441.0,Future Weeks,This Week,Red,1.0
3977,Plateau,Friday,17,49,119.0,Future Weeks,Last Week,Orange,1.0
3978,Blueprint Cafe,Friday,17,49,100.0,Future Weeks,Last Week,Orange,1.0
3979,100 Wardour St Lounge Bar,Friday,17,45,47.0,Future Weeks,5 Weeks Ago,Blue,0.2
3980,100 Wardour St Lounge Bar,Friday,17,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
3981,100 Wardour St Lounge Bar,Friday,17,49,25.0,Future Weeks,Last Week,Orange,1.0
3982,Angler Restaurant,Friday,17,50,82.0,Future Weeks,This Week,Red,1.0
3983,Angler Restaurant,Friday,17,52,51.0,Future Weeks,2 Weeks Time,Black,1.0
3985,14 Hills,Friday,17,45,395.0,Future Weeks,5 Weeks Ago,Blue,0.2
3986,Bluebird Chelsea Restaurant,Friday,17,48,65.0,Future Weeks,2 Weeks Ago,Blue,0.8
3987,14 Hills,Friday,17,48,8.0,Future Weeks,2 Weeks Ago,Blue,0.8
3988,14 Hills,Friday,17,49,340.0,Future Weeks,Last Week,Orange,1.0
3989,14 Hills,Friday,17,50,380.0,Future Weeks,This Week,Red,1.0
3991,Bluebird Chelsea Cafe,Friday,17,48,16.0,Future Weeks,2 Weeks Ago,Blue,0.8
3992,Bluebird Chelsea Cafe,Friday,17,49,6.0,Future Weeks,Last Week,Orange,1.0
3993,Bluebird Chelsea Cafe,Friday,17,50,18.0,Future Weeks,This Week,Red,1.0
3994,Bluebird Chelsea Cafe,Friday,17,52,19.0,Future Weeks,2 Weeks Time,Black,1.0
3995,14 Hills,Friday,17,52,215.0,Future Weeks,2 Weeks Time,Black,1.0
3996,Issho,Friday,17,52,327.0,Future Weeks,2 Weeks Time,Black,1.0
3998,Issho,Friday,17,50,218.0,Future Weeks,This Week,Red,1.0
3999,Issho,Friday,17,49,122.0,Future Weeks,Last Week,Orange,1.0
4000,Issho,Friday,17,48,0.0,Future Weeks,2 Weeks Ago,Blue,0.8
4001,Issho,Friday,17,45,69.0,Future Weeks,5 Weeks Ago,Blue,0.2
4003,Old Bengal Bar,Friday,17,52,24.0,Future Weeks,2 Weeks Time,Black,1.0
4004,Old Bengal Bar,Friday,17,50,42.0,Future Weeks,This Week,Red,1.0
4005,100 Wardour St Lounge Bar,Friday,17,52,12.0,Future Weeks,2 Weeks Time,Black,1.0
4006,100 Wardour St Lounge Bar,Friday,17,50,27.0,Future Weeks,This Week,Red,1.0
4007,Bluebird Chelsea Restaurant,Friday,17,45,116.0,Future Weeks,5 Weeks Ago,Blue,0.2
4008,Plateau,Friday,17,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
4009,Bluebird Chelsea Restaurant,Friday,17,49,230.0,Future Weeks,Last Week,Orange,1.0
4010,Bluebird Chelsea Restaurant,Friday,17,50,262.0,Future Weeks,This Week,Red,1.0
4012,East 59th,Friday,17,52,70.0,Future Weeks,2 Weeks Time,Black,1.0
4013,Pont de la Tour,Friday,17,52,15.0,Future Weeks,2 Weeks Time,Black,1.0
4014,Pont de la Tour,Friday,17,50,58.0,Future Weeks,This Week,Red,1.0
4016,New Street Wine Shop,Friday,17,45,63.0,Future Weeks,5 Weeks Ago,Blue,0.2
4017,New Street Wine Shop,Friday,17,49,136.0,Future Weeks,Last Week,Orange,1.0
4018,New Street Wine Shop,Friday,17,50,156.0,Future Weeks,This Week,Red,1.0
4019,New Street Wine Shop,Friday,17,52,67.0,Future Weeks,2 Weeks Time,Black,1.0
4020,Quaglino's,Friday,17,48,35.0,Future Weeks,2 Weeks Ago,Blue,0.8
4021,Quaglino's,Friday,17,45,170.0,Future Weeks,5 Weeks Ago,Blue,0.2
4023,Fish Market,Friday,17,50,482.0,Future Weeks,This Week,Red,1.0
4024,20 Stories,Friday,17,50,601.0,Future Weeks,This Week,Red,1.0
4025,Coq d’Argent,Friday,17,52,402.0,Future Weeks,2 Weeks Time,Black,1.0
4026,Coq d’Argent,Friday,17,50,666.0,Future Weeks,This Week,Red,1.0
4027,Coq d’Argent,Friday,17,49,355.0,Future Weeks,Last Week,Orange,1.0
4028,Coq d’Argent,Friday,17,48,83.0,Future Weeks,2 Weeks Ago,Blue,0.8
4029,Coq d’Argent,Friday,17,45,208.0,Future Weeks,5 Weeks Ago,Blue,0.2
4031,Fish Market,Friday,17,49,261.0,Future Weeks,Last Week,Orange,1.0
4032,Aster,Friday,17,52,11.0,Future Weeks,2 Weeks Time,Black,1.0
4033,Aster,Friday,17,50,28.0,Future Weeks,This Week,Red,1.0
4034,Aster,Friday,17,49,41.0,Future Weeks,Last Week,Orange,1.0
4035,Aster,Friday,17,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
4036,Aster,Friday,17,45,32.0,Future Weeks,5 Weeks Ago,Blue,0.2
4037,Quaglino's Restaurant,Friday,17,45,20.0,Future Weeks,5 Weeks Ago,Blue,0.2
4038,Quaglino's Restaurant,Friday,17,48,10.0,Future Weeks,2 Weeks Ago,Blue,0.8
4039,Quaglino's Restaurant,Friday,17,49,26.0,Future Weeks,Last Week,Orange,1.0
4040,Quaglino's Restaurant,Friday,17,50,27.0,Future Weeks,This Week,Red,1.0
4042,East 59th,Friday,17,45,10.0,Future Weeks,5 Weeks Ago,Blue,0.2
4044,Orrery,Friday,17,45,32.0,Future Weeks,5 Weeks Ago,Blue,0.2
4045,Orrery,Friday,17,48,4.0,Future Weeks,2 Weeks Ago,Blue,0.8
4046,Quaglino's,Friday,17,49,130.0,Future Weeks,Last Week,Orange,1.0
4047,Quaglino's,Friday,17,50,255.0,Future Weeks,This Week,Red,1.0
4048,Quaglino's,Friday,17,52,303.0,Future Weeks,2 Weeks Time,Black,1.0
4049,Issho Restaurant,Friday,17,45,4.0,Future Weeks,5 Weeks Ago,Blue,0.2
4050,Issho Restaurant,Friday,17,49,21.0,Future Weeks,Last Week,Orange,1.0
4051,Issho Restaurant,Friday,17,50,11.0,Future Weeks,This Week,Red,1.0
4052,Issho Restaurant,Friday,17,52,12.0,Future Weeks,2 Weeks Time,Black,1.0
4053,Orrery,Friday,17,49,21.0,Future Weeks,Last Week,Orange,1.0
4054,Orrery,Friday,17,50,37.0,Future Weeks,This Week,Red,1.0
4055,Orrery,Friday,17,52,28.0,Future Weeks,2 Weeks Time,Black,1.0
4057,Bluebird White City,Friday,17,45,21.0,Future Weeks,5 Weeks Ago,Blue,0.2
4058,Quaglino's Restaurant,Friday,17,52,39.0,Future Weeks,2 Weeks Time,Black,1.0
4059,Bluebird White City,Friday,17,48,5.0,Future Weeks,2 Weeks Ago,Blue,0.8
4060,Bluebird White City,Friday,17,49,6.0,Future Weeks,Last Week,Orange,1.0
4061,Bluebird White City,Friday,17,50,6.0,Future Weeks,This Week,Red,1.0
4062,Bluebird White City,Friday,17,52,17.0,Future Weeks,2 Weeks Time,Black,1.0
4063,Radici,Friday,17,52,35.0,Future Weeks,2 Weeks Time,Black,1.0
4064,East 59th,Friday,17,49,33.0,Future Weeks,Last Week,Orange,1.0
4065,East 59th,Friday,17,50,16.0,Future Weeks,This Week,Red,1.0
4066,20 Stories,Friday,17,52,625.0,Future Weeks,2 Weeks Time,Black,1.0
4067,Fish Market,Friday,17,52,678.0,Future Weeks,2 Weeks Time,Black,1.0
4068,20 Stories,Friday,17,49,596.0,Future Weeks,Last Week,Orange,1.0
4072,Sartoria,Friday,17,45,33.0,Future Weeks,5 Weeks Ago,Blue,0.2
4073,Sartoria,Friday,17,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
4075,Radici,Friday,17,49,30.0,Future Weeks,Last Week,Orange,1.0
4076,Radici,Friday,17,45,27.0,Future Weeks,5 Weeks Ago,Blue,0.2
4077,Sartoria,Friday,17,49,8.0,Future Weeks,Last Week,Orange,1.0
4078,Sartoria,Friday,17,52,30.0,Future Weeks,2 Weeks Time,Black,1.0
4079,Paternoster Chophouse,Friday,17,45,607.0,Future Weeks,5 Weeks Ago,Blue,0.2
4082,Avenue,Friday,17,45,65.0,Future Weeks,5 Weeks Ago,Blue,0.2
4083,Avenue,Friday,17,49,80.0,Future Weeks,Last Week,Orange,1.0
4084,Avenue,Friday,17,50,103.0,Future Weeks,This Week,Red,1.0
4085,Avenue,Friday,17,52,21.0,Future Weeks,2 Weeks Time,Black,1.0
