,Restaurant,As Of Day,Days Before Week Commencing,Reservation Week,Covers,Table,Week,Color,Alpha
3151,Bluebird Chelsea Restaurant,Tuesday,20,48,68.0,Future Weeks,2 Weeks Ago,Blue,0.8
3152,Bluebird Chelsea Restaurant,Tuesday,20,51,372.0,Future Weeks,Next Week,Purple,1.0
3153,Avenue,Tuesday,20,49,64.0,Future Weeks,Last Week,Orange,1.0
3154,Avenue,Tuesday,20,48,28.0,Future Weeks,2 Weeks Ago,Blue,0.8
3155,Avenue,Tuesday,20,45,63.0,Future Weeks,5 Weeks Ago,Blue,0.2
3156,Radici,Tuesday,20,45,19.0,Future Weeks,5 Weeks Ago,Blue,0.2
3157,Bluebird Chelsea Restaurant,Tuesday,20,50,188.0,Future Weeks,This Week,Red,1.0
3158,Bluebird Chelsea Restaurant,Tuesday,20,49,175.0,Future Weeks,Last Week,Orange,1.0
3159,Coq d’Argent,Tuesday,20,51,617.0,Future Weeks,Next Week,Purple,1.0
3160,Cantina del Ponte,Tuesday,20,50,30.0,Future Weeks,This Week,Red,1.0
3161,Angelica,Tuesday,20,48,24.0,Future Weeks,2 Weeks Ago,Blue,0.8
3162,New Street Grill,Tuesday,20,45,32.0,Future Weeks,5 Weeks Ago,Blue,0.2
3163,Quaglino's,Tuesday,20,49,116.0,Future Weeks,Last Week,Orange,1.0
3164,Quaglino's,Tuesday,20,50,210.0,Future Weeks,This Week,Red,1.0
3165,Quaglino's,Tuesday,20,51,298.0,Future Weeks,Next Week,Purple,1.0
3166,Quaglino's,Tuesday,20,52,266.0,Future Weeks,2 Weeks Time,Black,1.0
3167,Launceston Place,Tuesday,20,51,315.0,Future Weeks,Next Week,Purple,1.0
3168,Launceston Place,Tuesday,20,52,182.0,Future Weeks,2 Weeks Time,Black,1.0
3169,Orrery,Tuesday,20,45,17.0,Future Weeks,5 Weeks Ago,Blue,0.2
3170,Orrery,Tuesday,20,48,8.0,Future Weeks,2 Weeks Ago,Blue,0.8
3171,Sartoria,Tuesday,20,52,30.0,Future Weeks,2 Weeks Time,Black,1.0
3172,Orrery,Tuesday,20,49,21.0,Future Weeks,Last Week,Orange,1.0
3173,German Gymnasium,Tuesday,20,52,205.0,Future Weeks,2 Weeks Time,Black,1.0
3174,Orrery,Tuesday,20,50,33.0,Future Weeks,This Week,Red,1.0
3175,Orrery,Tuesday,20,51,31.0,Future Weeks,Next Week,Purple,1.0
3176,Orrery,Tuesday,20,52,19.0,Future Weeks,2 Weeks Time,Black,1.0
3177,New Street Wine Shop,Tuesday,20,52,54.0,Future Weeks,2 Weeks Time,Black,1.0
3178,Madison Restaurant,Tuesday,20,51,6.0,Future Weeks,Next Week,Purple,1.0
3179,German Gymnasium,Tuesday,20,51,203.0,Future Weeks,Next Week,Purple,1.0
3180,German Gymnasium,Tuesday,20,50,162.0,Future Weeks,This Week,Red,1.0
3181,German Gymnasium,Tuesday,20,49,188.0,Future Weeks,Last Week,Orange,1.0
3182,100 Wardour St,Tuesday,20,45,463.0,Future Weeks,5 Weeks Ago,Blue,0.2
3183,German Gymnasium,Tuesday,20,48,68.0,Future Weeks,2 Weeks Ago,Blue,0.8
3184,German Gymnasium,Tuesday,20,45,114.0,Future Weeks,5 Weeks Ago,Blue,0.2
3185,Pont de la Tour,Tuesday,20,51,26.0,Future Weeks,Next Week,Purple,1.0
3186,100 Wardour St,Tuesday,20,49,371.0,Future Weeks,Last Week,Orange,1.0
3187,100 Wardour St,Tuesday,20,50,451.0,Future Weeks,This Week,Red,1.0
3188,Quaglino's,Tuesday,20,48,37.0,Future Weeks,2 Weeks Ago,Blue,0.8
3189,Quaglino's,Tuesday,20,45,137.0,Future Weeks,5 Weeks Ago,Blue,0.2
3190,Launceston Place,Tuesday,20,50,387.0,Future Weeks,This Week,Red,1.0
3191,Launceston Place,Tuesday,20,45,190.0,Future Weeks,5 Weeks Ago,Blue,0.2
3192,Pont de la Tour,Tuesday,20,49,37.0,Future Weeks,Last Week,Orange,1.0
3193,Pont de la Tour,Tuesday,20,45,38.0,Future Weeks,5 Weeks Ago,Blue,0.2
3194,Issho Restaurant,Tuesday,20,52,12.0,Future Weeks,2 Weeks Time,Black,1.0
3195,Issho Restaurant,Tuesday,20,51,9.0,Future Weeks,Next Week,Purple,1.0
3196,Issho Restaurant,Tuesday,20,50,9.0,Future Weeks,This Week,Red,1.0
3197,Issho Restaurant,Tuesday,20,49,19.0,Future Weeks,Last Week,Orange,1.0
3198,100 Wardour St Club Bar,Tuesday,20,45,8.0,Future Weeks,5 Weeks Ago,Blue,0.2
3199,100 Wardour St Club Bar,Tuesday,20,49,6.0,Future Weeks,Last Week,Orange,1.0
3200,100 Wardour St Club Bar,Tuesday,20,50,81.0,Future Weeks,This Week,Red,1.0
3201,100 Wardour St Club Bar,Tuesday,20,51,30.0,Future Weeks,Next Week,Purple,1.0
3202,Old Bengal Bar,Tuesday,20,45,2.0,Future Weeks,5 Weeks Ago,Blue,0.2
3203,Launceston Place,Tuesday,20,48,163.0,Future Weeks,2 Weeks Ago,Blue,0.8
3204,Launceston Place,Tuesday,20,49,258.0,Future Weeks,Last Week,Orange,1.0
3205,Old Bengal Bar,Tuesday,20,48,11.0,Future Weeks,2 Weeks Ago,Blue,0.8
3206,Old Bengal Bar,Tuesday,20,49,62.0,Future Weeks,Last Week,Orange,1.0
3207,Old Bengal Bar,Tuesday,20,50,42.0,Future Weeks,This Week,Red,1.0
3208,Old Bengal Bar,Tuesday,20,51,6.0,Future Weeks,Next Week,Purple,1.0
3209,Issho,Tuesday,20,52,279.0,Future Weeks,2 Weeks Time,Black,1.0
3210,Issho,Tuesday,20,51,240.0,Future Weeks,Next Week,Purple,1.0
3211,Issho,Tuesday,20,50,171.0,Future Weeks,This Week,Red,1.0
3212,Issho,Tuesday,20,49,120.0,Future Weeks,Last Week,Orange,1.0
3213,Issho,Tuesday,20,48,0.0,Future Weeks,2 Weeks Ago,Blue,0.8
3214,Issho,Tuesday,20,45,65.0,Future Weeks,5 Weeks Ago,Blue,0.2
3215,Old Bengal Bar,Tuesday,20,52,19.0,Future Weeks,2 Weeks Time,Black,1.0
3216,100 Wardour St,Tuesday,20,51,617.0,Future Weeks,Next Week,Purple,1.0
3217,100 Wardour St,Tuesday,20,48,203.0,Future Weeks,2 Weeks Ago,Blue,0.8
3218,New Street Grill,Tuesday,20,48,41.0,Future Weeks,2 Weeks Ago,Blue,0.8
3219,100 Wardour St Lounge Bar,Tuesday,20,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
3220,Plateau,Tuesday,20,51,302.0,Future Weeks,Next Week,Purple,1.0
3221,New Street Grill,Tuesday,20,49,139.0,Future Weeks,Last Week,Orange,1.0
3222,East 59th,Tuesday,20,51,12.0,Future Weeks,Next Week,Purple,1.0
3223,East 59th,Tuesday,20,50,10.0,Future Weeks,This Week,Red,1.0
3224,East 59th,Tuesday,20,49,26.0,Future Weeks,Last Week,Orange,1.0
3225,East 59th,Tuesday,20,45,6.0,Future Weeks,5 Weeks Ago,Blue,0.2
3226,Angelica,Tuesday,20,45,51.0,Future Weeks,5 Weeks Ago,Blue,0.2
3227,Plateau,Tuesday,20,52,98.0,Future Weeks,2 Weeks Time,Black,1.0
3228,New Street Wine Shop,Tuesday,20,51,139.0,Future Weeks,Next Week,Purple,1.0
3229,New Street Wine Shop,Tuesday,20,50,136.0,Future Weeks,This Week,Red,1.0
3230,New Street Wine Shop,Tuesday,20,49,134.0,Future Weeks,Last Week,Orange,1.0
3231,100 Wardour St Lounge Bar,Tuesday,20,45,31.0,Future Weeks,5 Weeks Ago,Blue,0.2
3232,100 Wardour St Lounge Bar,Tuesday,20,49,20.0,Future Weeks,Last Week,Orange,1.0
3233,Plateau,Tuesday,20,49,98.0,Future Weeks,Last Week,Orange,1.0
3234,New Street Wine Shop,Tuesday,20,45,55.0,Future Weeks,5 Weeks Ago,Blue,0.2
3235,Pont de la Tour,Tuesday,20,52,13.0,Future Weeks,2 Weeks Time,Black,1.0
3236,Sartoria,Tuesday,20,49,2.0,Future Weeks,Last Week,Orange,1.0
3237,Sartoria,Tuesday,20,50,46.0,Future Weeks,This Week,Red,1.0
3238,100 Wardour St Lounge Bar,Tuesday,20,50,14.0,Future Weeks,This Week,Red,1.0
3239,100 Wardour St Lounge Bar,Tuesday,20,51,21.0,Future Weeks,Next Week,Purple,1.0
3240,100 Wardour St Lounge Bar,Tuesday,20,52,10.0,Future Weeks,2 Weeks Time,Black,1.0
3241,Crafthouse,Tuesday,20,51,6.0,Future Weeks,Next Week,Purple,1.0
3242,Crafthouse,Tuesday,20,50,7.0,Future Weeks,This Week,Red,1.0
3243,Crafthouse,Tuesday,20,49,10.0,Future Weeks,Last Week,Orange,1.0
3244,Crafthouse,Tuesday,20,45,8.0,Future Weeks,5 Weeks Ago,Blue,0.2
3245,Sartoria,Tuesday,20,51,29.0,Future Weeks,Next Week,Purple,1.0
3246,Plateau,Tuesday,20,50,411.0,Future Weeks,This Week,Red,1.0
3247,East 59th,Tuesday,20,52,55.0,Future Weeks,2 Weeks Time,Black,1.0
3248,New Street Grill,Tuesday,20,51,189.0,Future Weeks,Next Week,Purple,1.0
3249,Sartoria,Tuesday,20,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
3250,Fiume,Tuesday,20,45,12.0,Future Weeks,5 Weeks Ago,Blue,0.2
3251,New Street Grill,Tuesday,20,50,258.0,Future Weeks,This Week,Red,1.0
3252,Paternoster Chophouse,Tuesday,20,45,542.0,Future Weeks,5 Weeks Ago,Blue,0.2
3253,Paternoster Chophouse,Tuesday,20,49,730.0,Future Weeks,Last Week,Orange,1.0
3254,Paternoster Chophouse,Tuesday,20,50,1066.0,Future Weeks,This Week,Red,1.0
3255,Paternoster Chophouse,Tuesday,20,51,1052.0,Future Weeks,Next Week,Purple,1.0
3256,Paternoster Chophouse,Tuesday,20,52,871.0,Future Weeks,2 Weeks Time,Black,1.0
3257,Fish Market,Tuesday,20,52,500.0,Future Weeks,2 Weeks Time,Black,1.0
3258,Fish Market,Tuesday,20,51,462.0,Future Weeks,Next Week,Purple,1.0
3259,Fish Market,Tuesday,20,50,423.0,Future Weeks,This Week,Red,1.0
3260,New Street Grill,Tuesday,20,52,221.0,Future Weeks,2 Weeks Time,Black,1.0
3261,Sartoria,Tuesday,20,45,30.0,Future Weeks,5 Weeks Ago,Blue,0.2
3262,Pont de la Tour,Tuesday,20,50,34.0,Future Weeks,This Week,Red,1.0
3263,100 Wardour St,Tuesday,20,52,154.0,Future Weeks,2 Weeks Time,Black,1.0
3264,Plateau,Tuesday,20,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
3265,Fish Market,Tuesday,20,48,86.0,Future Weeks,2 Weeks Ago,Blue,0.8
3266,Fish Market,Tuesday,20,45,171.0,Future Weeks,5 Weeks Ago,Blue,0.2
3267,Plateau,Tuesday,20,45,73.0,Future Weeks,5 Weeks Ago,Blue,0.2
3268,Fish Market,Tuesday,20,49,207.0,Future Weeks,Last Week,Orange,1.0
3269,Aster,Wednesday,19,50,22.0,Future Weeks,This Week,Red,1.0
3270,Avenue,Wednesday,19,45,66.0,Future Weeks,5 Weeks Ago,Blue,0.2
3271,Pont de la Tour,Wednesday,19,50,48.0,Future Weeks,This Week,Red,1.0
3272,Pont de la Tour,Wednesday,19,49,41.0,Future Weeks,Last Week,Orange,1.0
3273,New Street Wine Shop,Wednesday,19,52,58.0,Future Weeks,2 Weeks Time,Black,1.0
3274,New Street Wine Shop,Wednesday,19,51,158.0,Future Weeks,Next Week,Purple,1.0
3275,Aster,Wednesday,19,49,31.0,Future Weeks,Last Week,Orange,1.0
3276,New Street Wine Shop,Wednesday,19,50,142.0,Future Weeks,This Week,Red,1.0
3277,New Street Wine Shop,Wednesday,19,49,134.0,Future Weeks,Last Week,Orange,1.0
3278,Pont de la Tour,Wednesday,19,45,38.0,Future Weeks,5 Weeks Ago,Blue,0.2
3279,New Street Wine Shop,Wednesday,19,45,57.0,Future Weeks,5 Weeks Ago,Blue,0.2
3280,Aster,Wednesday,19,52,6.0,Future Weeks,2 Weeks Time,Black,1.0
3281,Aster,Wednesday,19,51,19.0,Future Weeks,Next Week,Purple,1.0
3282,Radici,Wednesday,19,50,60.0,Future Weeks,This Week,Red,1.0
3283,Aster,Wednesday,19,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
3284,Aster,Wednesday,19,45,34.0,Future Weeks,5 Weeks Ago,Blue,0.2
3285,Orrery,Wednesday,19,51,33.0,Future Weeks,Next Week,Purple,1.0
3286,Orrery,Wednesday,19,52,21.0,Future Weeks,2 Weeks Time,Black,1.0
3287,Paternoster Chophouse,Wednesday,19,45,563.0,Future Weeks,5 Weeks Ago,Blue,0.2
3288,Paternoster Chophouse,Wednesday,19,49,745.0,Future Weeks,Last Week,Orange,1.0
3289,Paternoster Chophouse,Wednesday,19,50,1111.0,Future Weeks,This Week,Red,1.0
3290,Paternoster Chophouse,Wednesday,19,51,1136.0,Future Weeks,Next Week,Purple,1.0
3291,Paternoster Chophouse,Wednesday,19,52,922.0,Future Weeks,2 Weeks Time,Black,1.0
3292,Plateau,Wednesday,19,45,67.0,Future Weeks,5 Weeks Ago,Blue,0.2
3293,Plateau,Wednesday,19,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
3294,Angelica,Wednesday,19,52,52.0,Future Weeks,2 Weeks Time,Black,1.0
3295,Angelica,Wednesday,19,51,48.0,Future Weeks,Next Week,Purple,1.0
3296,Angelica,Wednesday,19,50,50.0,Future Weeks,This Week,Red,1.0
3297,Angelica,Wednesday,19,49,51.0,Future Weeks,Last Week,Orange,1.0
3298,Angelica,Wednesday,19,48,24.0,Future Weeks,2 Weeks Ago,Blue,0.8
3299,Angelica,Wednesday,19,45,51.0,Future Weeks,5 Weeks Ago,Blue,0.2
3300,Plateau,Wednesday,19,49,106.0,Future Weeks,Last Week,Orange,1.0
3301,Plateau,Wednesday,19,50,442.0,Future Weeks,This Week,Red,1.0
3302,Plateau,Wednesday,19,51,321.0,Future Weeks,Next Week,Purple,1.0
3303,Plateau,Wednesday,19,52,103.0,Future Weeks,2 Weeks Time,Black,1.0
3304,Orrery,Wednesday,19,50,33.0,Future Weeks,This Week,Red,1.0
3305,Orrery,Wednesday,19,49,21.0,Future Weeks,Last Week,Orange,1.0
3306,Orrery,Wednesday,19,48,8.0,Future Weeks,2 Weeks Ago,Blue,0.8
3307,Radici,Wednesday,19,52,35.0,Future Weeks,2 Weeks Time,Black,1.0
3308,Old Bengal Bar,Wednesday,19,45,2.0,Future Weeks,5 Weeks Ago,Blue,0.2
3309,Radici,Wednesday,19,45,19.0,Future Weeks,5 Weeks Ago,Blue,0.2
3310,Radici,Wednesday,19,48,10.0,Future Weeks,2 Weeks Ago,Blue,0.8
3311,Radici,Wednesday,19,49,30.0,Future Weeks,Last Week,Orange,1.0
3312,Old Bengal Bar,Wednesday,19,48,5.0,Future Weeks,2 Weeks Ago,Blue,0.8
3313,Old Bengal Bar,Wednesday,19,49,62.0,Future Weeks,Last Week,Orange,1.0
3314,Avenue,Wednesday,19,49,67.0,Future Weeks,Last Week,Orange,1.0
3315,Radici,Wednesday,19,51,14.0,Future Weeks,Next Week,Purple,1.0
3316,Old Bengal Bar,Wednesday,19,50,42.0,Future Weeks,This Week,Red,1.0
3317,Angler Restaurant,Wednesday,19,45,26.0,Future Weeks,5 Weeks Ago,Blue,0.2
3318,Old Bengal Bar,Wednesday,19,51,6.0,Future Weeks,Next Week,Purple,1.0
3319,Old Bengal Bar,Wednesday,19,52,15.0,Future Weeks,2 Weeks Time,Black,1.0
3320,Orrery,Wednesday,19,45,17.0,Future Weeks,5 Weeks Ago,Blue,0.2
3321,Angler Restaurant,Wednesday,19,52,38.0,Future Weeks,2 Weeks Time,Black,1.0
3322,Angler Restaurant,Wednesday,19,51,68.0,Future Weeks,Next Week,Purple,1.0
3323,Angler Restaurant,Wednesday,19,50,75.0,Future Weeks,This Week,Red,1.0
3324,Angler Restaurant,Wednesday,19,49,41.0,Future Weeks,Last Week,Orange,1.0
3325,Angler Restaurant,Wednesday,19,48,40.0,Future Weeks,2 Weeks Ago,Blue,0.8
3326,Avenue,Wednesday,19,48,28.0,Future Weeks,2 Weeks Ago,Blue,0.8
3327,Coq d’Argent,Wednesday,19,45,183.0,Future Weeks,5 Weeks Ago,Blue,0.2
3328,Avenue,Wednesday,19,50,89.0,Future Weeks,This Week,Red,1.0
3329,Fish Market,Wednesday,19,45,181.0,Future Weeks,5 Weeks Ago,Blue,0.2
3330,Fish Market,Wednesday,19,49,221.0,Future Weeks,Last Week,Orange,1.0
3331,Fish Market,Wednesday,19,50,446.0,Future Weeks,This Week,Red,1.0
3332,Fish Market,Wednesday,19,51,502.0,Future Weeks,Next Week,Purple,1.0
3333,Fish Market,Wednesday,19,52,548.0,Future Weeks,2 Weeks Time,Black,1.0
3334,Fiume,Wednesday,19,45,12.0,Future Weeks,5 Weeks Ago,Blue,0.2
3335,Quaglino's,Wednesday,19,52,273.0,Future Weeks,2 Weeks Time,Black,1.0
3336,Quaglino's,Wednesday,19,51,333.0,Future Weeks,Next Week,Purple,1.0
3337,Quaglino's,Wednesday,19,50,216.0,Future Weeks,This Week,Red,1.0
3338,Quaglino's,Wednesday,19,49,128.0,Future Weeks,Last Week,Orange,1.0
3339,Quaglino's,Wednesday,19,48,37.0,Future Weeks,2 Weeks Ago,Blue,0.8
3340,Quaglino's,Wednesday,19,45,153.0,Future Weeks,5 Weeks Ago,Blue,0.2
3341,Blueprint Cafe,Wednesday,19,49,100.0,Future Weeks,Last Week,Orange,1.0
3342,Bluebird White City,Wednesday,19,52,9.0,Future Weeks,2 Weeks Time,Black,1.0
3343,Bluebird White City,Wednesday,19,51,6.0,Future Weeks,Next Week,Purple,1.0
3344,Bluebird White City,Wednesday,19,50,4.0,Future Weeks,This Week,Red,1.0
3345,Bluebird White City,Wednesday,19,49,4.0,Future Weeks,Last Week,Orange,1.0
3346,Bluebird White City,Wednesday,19,48,5.0,Future Weeks,2 Weeks Ago,Blue,0.8
3347,Bluebird White City,Wednesday,19,45,7.0,Future Weeks,5 Weeks Ago,Blue,0.2
3348,German Gymnasium,Wednesday,19,45,139.0,Future Weeks,5 Weeks Ago,Blue,0.2
3349,German Gymnasium,Wednesday,19,48,58.0,Future Weeks,2 Weeks Ago,Blue,0.8
3350,German Gymnasium,Wednesday,19,49,193.0,Future Weeks,Last Week,Orange,1.0
3351,Fish Market,Wednesday,19,48,86.0,Future Weeks,2 Weeks Ago,Blue,0.8
3352,Butlers Wharf Chophouse Restaurant,Wednesday,19,45,33.0,Future Weeks,5 Weeks Ago,Blue,0.2
3353,Avenue,Wednesday,19,51,46.0,Future Weeks,Next Week,Purple,1.0
3354,Butlers Wharf Chophouse Restaurant,Wednesday,19,49,98.0,Future Weeks,Last Week,Orange,1.0
3355,Coq d’Argent,Wednesday,19,49,315.0,Future Weeks,Last Week,Orange,1.0
3356,Coq d’Argent,Wednesday,19,50,561.0,Future Weeks,This Week,Red,1.0
3357,Coq d’Argent,Wednesday,19,51,721.0,Future Weeks,Next Week,Purple,1.0
3358,Coq d’Argent,Wednesday,19,52,351.0,Future Weeks,2 Weeks Time,Black,1.0
3359,Cantina del Ponte,Wednesday,19,52,62.0,Future Weeks,2 Weeks Time,Black,1.0
3360,Cantina del Ponte,Wednesday,19,51,22.0,Future Weeks,Next Week,Purple,1.0
3361,Cantina del Ponte,Wednesday,19,50,38.0,Future Weeks,This Week,Red,1.0
3362,Cantina del Ponte,Wednesday,19,49,12.0,Future Weeks,Last Week,Orange,1.0
3363,Cantina del Ponte,Wednesday,19,45,13.0,Future Weeks,5 Weeks Ago,Blue,0.2
3364,Crafthouse,Wednesday,19,45,5.0,Future Weeks,5 Weeks Ago,Blue,0.2
3365,Crafthouse,Wednesday,19,49,10.0,Future Weeks,Last Week,Orange,1.0
3366,Crafthouse,Wednesday,19,50,7.0,Future Weeks,This Week,Red,1.0
3367,Crafthouse,Wednesday,19,51,6.0,Future Weeks,Next Week,Purple,1.0
3368,East 59th,Wednesday,19,45,8.0,Future Weeks,5 Weeks Ago,Blue,0.2
3369,East 59th,Wednesday,19,49,26.0,Future Weeks,Last Week,Orange,1.0
3370,East 59th,Wednesday,19,50,10.0,Future Weeks,This Week,Red,1.0
3371,East 59th,Wednesday,19,51,9.0,Future Weeks,Next Week,Purple,1.0
3372,East 59th,Wednesday,19,52,58.0,Future Weeks,2 Weeks Time,Black,1.0
3373,Butlers Wharf Chophouse Restaurant,Wednesday,19,52,208.0,Future Weeks,2 Weeks Time,Black,1.0
3374,Butlers Wharf Chophouse Restaurant,Wednesday,19,51,69.0,Future Weeks,Next Week,Purple,1.0
3375,Butlers Wharf Chophouse Restaurant,Wednesday,19,50,89.0,Future Weeks,This Week,Red,1.0
3376,German Gymnasium,Wednesday,19,50,198.0,Future Weeks,This Week,Red,1.0
3377,German Gymnasium,Wednesday,19,51,225.0,Future Weeks,Next Week,Purple,1.0
3378,Quaglino's Restaurant,Wednesday,19,45,20.0,Future Weeks,5 Weeks Ago,Blue,0.2
3379,Quaglino's Restaurant,Wednesday,19,48,10.0,Future Weeks,2 Weeks Ago,Blue,0.8
3380,Bluebird Chelsea Private Dining,Wednesday,19,45,16.0,Future Weeks,5 Weeks Ago,Blue,0.2
3381,Coq d’Argent,Wednesday,19,48,137.0,Future Weeks,2 Weeks Ago,Blue,0.8
3382,Launceston Place,Wednesday,19,48,159.0,Future Weeks,2 Weeks Ago,Blue,0.8
3383,Launceston Place,Wednesday,19,49,263.0,Future Weeks,Last Week,Orange,1.0
3384,Launceston Place,Wednesday,19,50,398.0,Future Weeks,This Week,Red,1.0
3385,Launceston Place,Wednesday,19,51,361.0,Future Weeks,Next Week,Purple,1.0
3386,Launceston Place,Wednesday,19,52,190.0,Future Weeks,2 Weeks Time,Black,1.0
3387,Bluebird Chelsea Cafe,Wednesday,19,52,21.0,Future Weeks,2 Weeks Time,Black,1.0
3388,Bluebird Chelsea Cafe,Wednesday,19,51,14.0,Future Weeks,Next Week,Purple,1.0
3389,Bluebird Chelsea Cafe,Wednesday,19,50,18.0,Future Weeks,This Week,Red,1.0
3390,Bluebird Chelsea Cafe,Wednesday,19,48,16.0,Future Weeks,2 Weeks Ago,Blue,0.8
3391,Madison Restaurant,Wednesday,19,51,6.0,Future Weeks,Next Week,Purple,1.0
3392,New Street Grill,Wednesday,19,45,37.0,Future Weeks,5 Weeks Ago,Blue,0.2
3393,New Street Grill,Wednesday,19,48,41.0,Future Weeks,2 Weeks Ago,Blue,0.8
3394,New Street Grill,Wednesday,19,49,145.0,Future Weeks,Last Week,Orange,1.0
3395,New Street Grill,Wednesday,19,50,272.0,Future Weeks,This Week,Red,1.0
3396,New Street Grill,Wednesday,19,51,216.0,Future Weeks,Next Week,Purple,1.0
3397,New Street Grill,Wednesday,19,52,221.0,Future Weeks,2 Weeks Time,Black,1.0
3398,Pont de la Tour,Wednesday,19,52,13.0,Future Weeks,2 Weeks Time,Black,1.0
3399,Avenue,Wednesday,19,52,23.0,Future Weeks,2 Weeks Time,Black,1.0
3400,Pont de la Tour,Wednesday,19,51,30.0,Future Weeks,Next Week,Purple,1.0
3401,Bluebird Chelsea Private Dining,Wednesday,19,50,104.0,Future Weeks,This Week,Red,1.0
3402,Bluebird Chelsea Private Dining,Wednesday,19,51,51.0,Future Weeks,Next Week,Purple,1.0
3403,Bluebird Chelsea Private Dining,Wednesday,19,52,24.0,Future Weeks,2 Weeks Time,Black,1.0
3404,Bluebird Chelsea Restaurant,Wednesday,19,48,65.0,Future Weeks,2 Weeks Ago,Blue,0.8
3405,Quaglino's Restaurant,Wednesday,19,49,12.0,Future Weeks,Last Week,Orange,1.0
3406,Quaglino's Restaurant,Wednesday,19,50,25.0,Future Weeks,This Week,Red,1.0
3407,Quaglino's Restaurant,Wednesday,19,51,13.0,Future Weeks,Next Week,Purple,1.0
3408,Quaglino's Restaurant,Wednesday,19,52,31.0,Future Weeks,2 Weeks Time,Black,1.0
3409,German Gymnasium,Wednesday,19,52,211.0,Future Weeks,2 Weeks Time,Black,1.0
3410,Bluebird Chelsea Restaurant,Wednesday,19,52,371.0,Future Weeks,2 Weeks Time,Black,1.0
3411,Bluebird Chelsea Restaurant,Wednesday,19,51,390.0,Future Weeks,Next Week,Purple,1.0
3412,Bluebird Chelsea Restaurant,Wednesday,19,50,209.0,Future Weeks,This Week,Red,1.0
3413,Bluebird Chelsea Restaurant,Wednesday,19,49,183.0,Future Weeks,Last Week,Orange,1.0
3414,Bluebird Chelsea Restaurant,Wednesday,19,45,116.0,Future Weeks,5 Weeks Ago,Blue,0.2
3415,Issho Restaurant,Wednesday,19,52,12.0,Future Weeks,2 Weeks Time,Black,1.0
3416,Issho,Wednesday,19,45,63.0,Future Weeks,5 Weeks Ago,Blue,0.2
3417,Issho,Wednesday,19,48,0.0,Future Weeks,2 Weeks Ago,Blue,0.8
3418,Issho,Wednesday,19,49,124.0,Future Weeks,Last Week,Orange,1.0
3419,Issho,Wednesday,19,50,176.0,Future Weeks,This Week,Red,1.0
3420,Issho,Wednesday,19,51,279.0,Future Weeks,Next Week,Purple,1.0
3421,Issho,Wednesday,19,52,277.0,Future Weeks,2 Weeks Time,Black,1.0
3422,Issho Restaurant,Wednesday,19,49,19.0,Future Weeks,Last Week,Orange,1.0
3423,Issho Restaurant,Wednesday,19,50,11.0,Future Weeks,This Week,Red,1.0
3424,Issho Restaurant,Wednesday,19,51,9.0,Future Weeks,Next Week,Purple,1.0
3425,Launceston Place,Wednesday,19,45,198.0,Future Weeks,5 Weeks Ago,Blue,0.2
3426,Sartoria,Wednesday,19,52,30.0,Future Weeks,2 Weeks Time,Black,1.0
3427,100 Wardour St,Wednesday,19,45,480.0,Future Weeks,5 Weeks Ago,Blue,0.2
3428,14 Hills,Wednesday,19,50,320.0,Future Weeks,This Week,Red,1.0
3429,100 Wardour St,Wednesday,19,50,462.0,Future Weeks,This Week,Red,1.0
3430,100 Wardour St,Wednesday,19,51,650.0,Future Weeks,Next Week,Purple,1.0
3431,100 Wardour St,Wednesday,19,52,149.0,Future Weeks,2 Weeks Time,Black,1.0
3432,100 Wardour St Club Bar,Wednesday,19,45,8.0,Future Weeks,5 Weeks Ago,Blue,0.2
3433,Sartoria,Wednesday,19,45,33.0,Future Weeks,5 Weeks Ago,Blue,0.2
3434,14 Hills,Wednesday,19,45,347.0,Future Weeks,5 Weeks Ago,Blue,0.2
3435,14 Hills,Wednesday,19,48,8.0,Future Weeks,2 Weeks Ago,Blue,0.8
3436,Sartoria,Wednesday,19,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
3437,Sartoria,Wednesday,19,49,2.0,Future Weeks,Last Week,Orange,1.0
3438,14 Hills,Wednesday,19,49,306.0,Future Weeks,Last Week,Orange,1.0
3439,14 Hills,Wednesday,19,52,157.0,Future Weeks,2 Weeks Time,Black,1.0
3440,14 Hills,Wednesday,19,51,544.0,Future Weeks,Next Week,Purple,1.0
3441,100 Wardour St Lounge Bar,Wednesday,19,45,35.0,Future Weeks,5 Weeks Ago,Blue,0.2
3442,100 Wardour St Lounge Bar,Wednesday,19,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
3443,100 Wardour St Lounge Bar,Wednesday,19,49,20.0,Future Weeks,Last Week,Orange,1.0
3444,100 Wardour St Club Bar,Wednesday,19,49,6.0,Future Weeks,Last Week,Orange,1.0
3445,100 Wardour St Club Bar,Wednesday,19,50,81.0,Future Weeks,This Week,Red,1.0
3446,100 Wardour St Lounge Bar,Wednesday,19,50,16.0,Future Weeks,This Week,Red,1.0
3447,20 Stories,Wednesday,19,49,548.0,Future Weeks,Last Week,Orange,1.0
