,SiteName,LocationName,GenericLocation,Session,Date,Day,OrdDay,Covers
30194,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2019-03-04,Monday,1_Monday,2
30195,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2019-03-05,Tuesday,2_Tuesday,21
30196,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2019-03-06,Wednesday,3_Wednesday,11
30197,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2019-03-07,Thursday,4_Thursday,15
30493,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-02,Thursday,4_Thursday,14
30494,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-03,Friday,5_Friday,12
30495,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-04,Saturday,6_Saturday,14
30496,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-05,Sunday,7_Sunday,17
30497,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-07,Tuesday,2_Tuesday,4
30498,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-08,Wednesday,3_Wednesday,24
30499,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-09,Thursday,4_Thursday,13
30500,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-10,Friday,5_Friday,19
30501,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-11,Saturday,6_Saturday,32
30502,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-12,Sunday,7_Sunday,40
30503,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-13,Monday,1_Monday,2
30504,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-14,Tuesday,2_Tuesday,5
30505,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-15,Wednesday,3_Wednesday,15
30506,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-16,Thursday,4_Thursday,10
30507,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-17,Friday,5_Friday,26
30508,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-18,Saturday,6_Saturday,42
30509,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-19,Sunday,7_Sunday,54
30510,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-20,Monday,1_Monday,15
30511,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-21,Tuesday,2_Tuesday,16
30512,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-22,Wednesday,3_Wednesday,13
30513,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-23,Thursday,4_Thursday,15
30514,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-24,Friday,5_Friday,12
30515,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-25,Saturday,6_Saturday,28
30516,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-26,Sunday,7_Sunday,17
30517,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-27,Monday,1_Monday,9
30518,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-28,Tuesday,2_Tuesday,11
30519,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-29,Wednesday,3_Wednesday,15
30520,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-30,Thursday,4_Thursday,6
30521,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-01-31,Friday,5_Friday,6
30522,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-01,Saturday,6_Saturday,53
30523,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-02,Sunday,7_Sunday,42
30524,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-03,Monday,1_Monday,12
30525,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-05,Wednesday,3_Wednesday,18
30526,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-06,Thursday,4_Thursday,17
30527,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-07,Friday,5_Friday,8
30528,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-08,Saturday,6_Saturday,58
30529,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-09,Sunday,7_Sunday,16
30530,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-10,Monday,1_Monday,3
30531,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-11,Tuesday,2_Tuesday,9
30532,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-12,Wednesday,3_Wednesday,17
30533,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-13,Thursday,4_Thursday,10
30534,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-14,Friday,5_Friday,20
30535,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-15,Saturday,6_Saturday,13
30536,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-16,Sunday,7_Sunday,22
30537,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-17,Monday,1_Monday,15
30538,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-18,Tuesday,2_Tuesday,15
30539,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-19,Wednesday,3_Wednesday,19
30540,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-20,Thursday,4_Thursday,25
30541,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-21,Friday,5_Friday,18
30542,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-22,Saturday,6_Saturday,13
30543,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-23,Sunday,7_Sunday,19
30544,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-24,Monday,1_Monday,4
30545,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-25,Tuesday,2_Tuesday,3
30546,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-26,Wednesday,3_Wednesday,7
30547,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-27,Thursday,4_Thursday,4
30548,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-28,Friday,5_Friday,4
30549,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-02-29,Saturday,6_Saturday,24
30550,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-03-01,Sunday,7_Sunday,21
30551,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-03-02,Monday,1_Monday,2
30552,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-03-03,Tuesday,2_Tuesday,6
30553,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-03-04,Wednesday,3_Wednesday,10
30554,Le Pont de la Tour,Restaurant,Restaurant,Lunch,2020-03-05,Thursday,4_Thursday,9
30592,Le Pont de la Tour,Wine Shop,Retail & Other,Dinner,2020-01-06,Monday,1_Monday,1
30593,Le Pont de la Tour,Wine Shop,Retail & Other,Dinner,2020-01-18,Saturday,6_Saturday,1
30594,Le Pont de la Tour,Wine Shop,Retail & Other,Dinner,2020-02-08,Saturday,6_Saturday,4
30595,Le Pont de la Tour,Wine Shop,Retail & Other,Dinner,2020-02-28,Friday,5_Friday,1
30619,Le Pont de la Tour,Wine Shop,Retail & Other,Lunch,2020-01-21,Tuesday,2_Tuesday,1
30620,Le Pont de la Tour,Wine Shop,Retail & Other,Lunch,2020-02-08,Saturday,6_Saturday,2
30621,Madison,Bar,Bar,Breakfast,2019-02-22,Friday,5_Friday,2
30648,Madison,Bar,Bar,Dinner,2019-02-01,Friday,5_Friday,12
30649,Madison,Bar,Bar,Dinner,2019-02-02,Saturday,6_Saturday,11
30650,Madison,Bar,Bar,Dinner,2019-02-03,Sunday,7_Sunday,2
30651,Madison,Bar,Bar,Dinner,2019-02-04,Monday,1_Monday,8
30652,Madison,Bar,Bar,Dinner,2019-02-05,Tuesday,2_Tuesday,2
30653,Madison,Bar,Bar,Dinner,2019-02-06,Wednesday,3_Wednesday,8
30654,Madison,Bar,Bar,Dinner,2019-02-07,Thursday,4_Thursday,5
30655,Madison,Bar,Bar,Dinner,2019-02-08,Friday,5_Friday,8
30656,Madison,Bar,Bar,Dinner,2019-02-09,Saturday,6_Saturday,6
30657,Madison,Bar,Bar,Dinner,2019-02-11,Monday,1_Monday,16
30658,Madison,Bar,Bar,Dinner,2019-02-12,Tuesday,2_Tuesday,6
30659,Madison,Bar,Bar,Dinner,2019-02-13,Wednesday,3_Wednesday,9
30660,Madison,Bar,Bar,Dinner,2019-02-14,Thursday,4_Thursday,14
30661,Madison,Bar,Bar,Dinner,2019-02-15,Friday,5_Friday,12
30662,Madison,Bar,Bar,Dinner,2019-02-16,Saturday,6_Saturday,1
30663,Madison,Bar,Bar,Dinner,2019-02-17,Sunday,7_Sunday,12
30664,Madison,Bar,Bar,Dinner,2019-02-18,Monday,1_Monday,8
30665,Madison,Bar,Bar,Dinner,2019-02-19,Tuesday,2_Tuesday,2
30666,Madison,Bar,Bar,Dinner,2019-02-20,Wednesday,3_Wednesday,13
30667,Madison,Bar,Bar,Dinner,2019-02-21,Thursday,4_Thursday,28
30668,Madison,Bar,Bar,Dinner,2019-02-22,Friday,5_Friday,6
30669,Madison,Bar,Bar,Dinner,2019-02-23,Saturday,6_Saturday,5
30670,Madison,Bar,Bar,Dinner,2019-02-24,Sunday,7_Sunday,6
30671,Madison,Bar,Bar,Dinner,2019-02-25,Monday,1_Monday,9
30672,Madison,Bar,Bar,Dinner,2019-02-26,Tuesday,2_Tuesday,16
30673,Madison,Bar,Bar,Dinner,2019-02-27,Wednesday,3_Wednesday,5
30674,Madison,Bar,Bar,Dinner,2019-02-28,Thursday,4_Thursday,17
30675,Madison,Bar,Bar,Dinner,2019-03-01,Friday,5_Friday,6
30676,Madison,Bar,Bar,Dinner,2019-03-02,Saturday,6_Saturday,6
30677,Madison,Bar,Bar,Dinner,2019-03-05,Tuesday,2_Tuesday,15
30678,Madison,Bar,Bar,Dinner,2019-03-06,Wednesday,3_Wednesday,8
30679,Madison,Bar,Bar,Dinner,2019-03-07,Thursday,4_Thursday,3
30943,Madison,Bar,Bar,Dinner,2020-01-02,Thursday,4_Thursday,3
30944,Madison,Bar,Bar,Dinner,2020-01-03,Friday,5_Friday,8
30945,Madison,Bar,Bar,Dinner,2020-01-04,Saturday,6_Saturday,15
30946,Madison,Bar,Bar,Dinner,2020-01-06,Monday,1_Monday,2
30947,Madison,Bar,Bar,Dinner,2020-01-09,Thursday,4_Thursday,14
30948,Madison,Bar,Bar,Dinner,2020-01-10,Friday,5_Friday,2
30949,Madison,Bar,Bar,Dinner,2020-01-11,Saturday,6_Saturday,4
30950,Madison,Bar,Bar,Dinner,2020-01-12,Sunday,7_Sunday,3
30951,Madison,Bar,Bar,Dinner,2020-01-13,Monday,1_Monday,9
30952,Madison,Bar,Bar,Dinner,2020-01-15,Wednesday,3_Wednesday,7
30953,Madison,Bar,Bar,Dinner,2020-01-16,Thursday,4_Thursday,48
30954,Madison,Bar,Bar,Dinner,2020-01-17,Friday,5_Friday,3
30955,Madison,Bar,Bar,Dinner,2020-01-19,Sunday,7_Sunday,8
30956,Madison,Bar,Bar,Dinner,2020-01-20,Monday,1_Monday,5
30957,Madison,Bar,Bar,Dinner,2020-01-21,Tuesday,2_Tuesday,2
30958,Madison,Bar,Bar,Dinner,2020-01-22,Wednesday,3_Wednesday,10
30959,Madison,Bar,Bar,Dinner,2020-01-23,Thursday,4_Thursday,5
30960,Madison,Bar,Bar,Dinner,2020-01-29,Wednesday,3_Wednesday,3
30961,Madison,Bar,Bar,Dinner,2020-02-01,Saturday,6_Saturday,5
30962,Madison,Bar,Bar,Dinner,2020-02-03,Monday,1_Monday,11
30963,Madison,Bar,Bar,Dinner,2020-02-04,Tuesday,2_Tuesday,7
30964,Madison,Bar,Bar,Dinner,2020-02-05,Wednesday,3_Wednesday,12
30965,Madison,Bar,Bar,Dinner,2020-02-06,Thursday,4_Thursday,5
30966,Madison,Bar,Bar,Dinner,2020-02-07,Friday,5_Friday,1
30967,Madison,Bar,Bar,Dinner,2020-02-08,Saturday,6_Saturday,1
30968,Madison,Bar,Bar,Dinner,2020-02-09,Sunday,7_Sunday,1
30969,Madison,Bar,Bar,Dinner,2020-02-10,Monday,1_Monday,2
30970,Madison,Bar,Bar,Dinner,2020-02-12,Wednesday,3_Wednesday,1
30971,Madison,Bar,Bar,Dinner,2020-02-13,Thursday,4_Thursday,4
30972,Madison,Bar,Bar,Dinner,2020-02-16,Sunday,7_Sunday,6
30973,Madison,Bar,Bar,Dinner,2020-02-17,Monday,1_Monday,4
30974,Madison,Bar,Bar,Dinner,2020-02-19,Wednesday,3_Wednesday,16
30975,Madison,Bar,Bar,Dinner,2020-02-20,Thursday,4_Thursday,2
30976,Madison,Bar,Bar,Dinner,2020-02-21,Friday,5_Friday,3
30977,Madison,Bar,Bar,Dinner,2020-02-22,Saturday,6_Saturday,8
30978,Madison,Bar,Bar,Dinner,2020-02-23,Sunday,7_Sunday,5
30979,Madison,Bar,Bar,Dinner,2020-02-24,Monday,1_Monday,5
30980,Madison,Bar,Bar,Dinner,2020-02-25,Tuesday,2_Tuesday,1
30981,Madison,Bar,Bar,Dinner,2020-02-26,Wednesday,3_Wednesday,8
30982,Madison,Bar,Bar,Dinner,2020-02-27,Thursday,4_Thursday,7
30983,Madison,Bar,Bar,Dinner,2020-02-28,Friday,5_Friday,4
30984,Madison,Bar,Bar,Dinner,2020-02-29,Saturday,6_Saturday,8
30985,Madison,Bar,Bar,Dinner,2020-03-01,Sunday,7_Sunday,4
30986,Madison,Bar,Bar,Dinner,2020-03-03,Tuesday,2_Tuesday,6
30987,Madison,Bar,Bar,Dinner,2020-03-04,Wednesday,3_Wednesday,7
30988,Madison,Bar,Bar,Dinner,2020-03-05,Thursday,4_Thursday,3
31006,Madison,Bar,Bar,Lunch,2019-02-02,Saturday,6_Saturday,4
31007,Madison,Bar,Bar,Lunch,2019-02-08,Friday,5_Friday,1
31008,Madison,Bar,Bar,Lunch,2019-02-09,Saturday,6_Saturday,4
31009,Madison,Bar,Bar,Lunch,2019-02-14,Thursday,4_Thursday,6
31010,Madison,Bar,Bar,Lunch,2019-02-15,Friday,5_Friday,8
31011,Madison,Bar,Bar,Lunch,2019-02-16,Saturday,6_Saturday,2
31012,Madison,Bar,Bar,Lunch,2019-02-17,Sunday,7_Sunday,4
31013,Madison,Bar,Bar,Lunch,2019-02-19,Tuesday,2_Tuesday,4
31014,Madison,Bar,Bar,Lunch,2019-02-22,Friday,5_Friday,4
31015,Madison,Bar,Bar,Lunch,2019-02-23,Saturday,6_Saturday,6
31016,Madison,Bar,Bar,Lunch,2019-02-24,Sunday,7_Sunday,3
31017,Madison,Bar,Bar,Lunch,2019-02-26,Tuesday,2_Tuesday,6
31018,Madison,Bar,Bar,Lunch,2019-02-28,Thursday,4_Thursday,1
31019,Madison,Bar,Bar,Lunch,2019-03-01,Friday,5_Friday,5
31020,Madison,Bar,Bar,Lunch,2019-03-02,Saturday,6_Saturday,4
31021,Madison,Bar,Bar,Lunch,2019-03-03,Sunday,7_Sunday,7
31022,Madison,Bar,Bar,Lunch,2019-03-06,Wednesday,3_Wednesday,2
31227,Madison,Bar,Bar,Lunch,2020-01-04,Saturday,6_Saturday,4
31228,Madison,Bar,Bar,Lunch,2020-01-05,Sunday,7_Sunday,3
31229,Madison,Bar,Bar,Lunch,2020-01-06,Monday,1_Monday,2
31230,Madison,Bar,Bar,Lunch,2020-01-10,Friday,5_Friday,2
31231,Madison,Bar,Bar,Lunch,2020-01-12,Sunday,7_Sunday,6
31232,Madison,Bar,Bar,Lunch,2020-01-18,Saturday,6_Saturday,2
31233,Madison,Bar,Bar,Lunch,2020-01-19,Sunday,7_Sunday,4
31234,Madison,Bar,Bar,Lunch,2020-01-25,Saturday,6_Saturday,2
31235,Madison,Bar,Bar,Lunch,2020-01-26,Sunday,7_Sunday,2
31236,Madison,Bar,Bar,Lunch,2020-02-01,Saturday,6_Saturday,6
31237,Madison,Bar,Bar,Lunch,2020-02-02,Sunday,7_Sunday,4
31238,Madison,Bar,Bar,Lunch,2020-02-03,Monday,1_Monday,9
31239,Madison,Bar,Bar,Lunch,2020-02-07,Friday,5_Friday,4
31240,Madison,Bar,Bar,Lunch,2020-02-08,Saturday,6_Saturday,2
31241,Madison,Bar,Bar,Lunch,2020-02-09,Sunday,7_Sunday,2
31242,Madison,Bar,Bar,Lunch,2020-02-21,Friday,5_Friday,2
31243,Madison,Bar,Bar,Lunch,2020-02-26,Wednesday,3_Wednesday,1
31244,Madison,Bar,Bar,Lunch,2020-02-27,Thursday,4_Thursday,3
31245,Madison,Bar,Bar,Lunch,2020-02-28,Friday,5_Friday,2
31246,Madison,Bar,Bar,Lunch,2020-03-03,Tuesday,2_Tuesday,2
31263,Madison,Lounge,Restaurant,Dinner,2019-02-01,Friday,5_Friday,2
31264,Madison,Lounge,Restaurant,Dinner,2019-02-02,Saturday,6_Saturday,4
31265,Madison,Lounge,Restaurant,Dinner,2019-02-05,Tuesday,2_Tuesday,24
31266,Madison,Lounge,Restaurant,Dinner,2019-02-09,Saturday,6_Saturday,23
31267,Madison,Lounge,Restaurant,Dinner,2019-02-11,Monday,1_Monday,2
31268,Madison,Lounge,Restaurant,Dinner,2019-02-12,Tuesday,2_Tuesday,3
31269,Madison,Lounge,Restaurant,Dinner,2019-02-13,Wednesday,3_Wednesday,9
31270,Madison,Lounge,Restaurant,Dinner,2019-02-14,Thursday,4_Thursday,30
31271,Madison,Lounge,Restaurant,Dinner,2019-02-15,Friday,5_Friday,69
31272,Madison,Lounge,Restaurant,Dinner,2019-02-16,Saturday,6_Saturday,8
31273,Madison,Lounge,Restaurant,Dinner,2019-02-20,Wednesday,3_Wednesday,2
31274,Madison,Lounge,Restaurant,Dinner,2019-02-21,Thursday,4_Thursday,7
31275,Madison,Lounge,Restaurant,Dinner,2019-02-22,Friday,5_Friday,31
31276,Madison,Lounge,Restaurant,Dinner,2019-02-23,Saturday,6_Saturday,48
31277,Madison,Lounge,Restaurant,Dinner,2019-02-24,Sunday,7_Sunday,19
31278,Madison,Lounge,Restaurant,Dinner,2019-02-25,Monday,1_Monday,6
31279,Madison,Lounge,Restaurant,Dinner,2019-02-26,Tuesday,2_Tuesday,27
31280,Madison,Lounge,Restaurant,Dinner,2019-02-27,Wednesday,3_Wednesday,22
31281,Madison,Lounge,Restaurant,Dinner,2019-02-28,Thursday,4_Thursday,36
31282,Madison,Lounge,Restaurant,Dinner,2019-03-01,Friday,5_Friday,5
31283,Madison,Lounge,Restaurant,Dinner,2019-03-02,Saturday,6_Saturday,12
31284,Madison,Lounge,Restaurant,Dinner,2019-03-07,Thursday,4_Thursday,60
31520,Madison,Lounge,Restaurant,Dinner,2020-01-02,Thursday,4_Thursday,1
31521,Madison,Lounge,Restaurant,Dinner,2020-01-03,Friday,5_Friday,3
31522,Madison,Lounge,Restaurant,Dinner,2020-01-04,Saturday,6_Saturday,2
31523,Madison,Lounge,Restaurant,Dinner,2020-01-10,Friday,5_Friday,8
31524,Madison,Lounge,Restaurant,Dinner,2020-01-11,Saturday,6_Saturday,8
31525,Madison,Lounge,Restaurant,Dinner,2020-01-16,Thursday,4_Thursday,10
31526,Madison,Lounge,Restaurant,Dinner,2020-01-17,Friday,5_Friday,8
31527,Madison,Lounge,Restaurant,Dinner,2020-01-18,Saturday,6_Saturday,14
31528,Madison,Lounge,Restaurant,Dinner,2020-01-20,Monday,1_Monday,2
31529,Madison,Lounge,Restaurant,Dinner,2020-01-22,Wednesday,3_Wednesday,15
31530,Madison,Lounge,Restaurant,Dinner,2020-01-24,Friday,5_Friday,37
31531,Madison,Lounge,Restaurant,Dinner,2020-01-25,Saturday,6_Saturday,10
31532,Madison,Lounge,Restaurant,Dinner,2020-01-30,Thursday,4_Thursday,36
31533,Madison,Lounge,Restaurant,Dinner,2020-01-31,Friday,5_Friday,35
31534,Madison,Lounge,Restaurant,Dinner,2020-02-01,Saturday,6_Saturday,21
31535,Madison,Lounge,Restaurant,Dinner,2020-02-02,Sunday,7_Sunday,2
31536,Madison,Lounge,Restaurant,Dinner,2020-02-03,Monday,1_Monday,8
31537,Madison,Lounge,Restaurant,Dinner,2020-02-05,Wednesday,3_Wednesday,1
31538,Madison,Lounge,Restaurant,Dinner,2020-02-07,Friday,5_Friday,34
31539,Madison,Lounge,Restaurant,Dinner,2020-02-08,Saturday,6_Saturday,10
31540,Madison,Lounge,Restaurant,Dinner,2020-02-14,Friday,5_Friday,13
31541,Madison,Lounge,Restaurant,Dinner,2020-02-17,Monday,1_Monday,2
31542,Madison,Lounge,Restaurant,Dinner,2020-02-21,Friday,5_Friday,9
31543,Madison,Lounge,Restaurant,Dinner,2020-02-22,Saturday,6_Saturday,13
31544,Madison,Lounge,Restaurant,Dinner,2020-02-26,Wednesday,3_Wednesday,24
31545,Madison,Lounge,Restaurant,Dinner,2020-02-27,Thursday,4_Thursday,4
31546,Madison,Lounge,Restaurant,Dinner,2020-02-28,Friday,5_Friday,8
31547,Madison,Lounge,Restaurant,Dinner,2020-02-29,Saturday,6_Saturday,6
31551,Madison,Lounge,Restaurant,Lunch,2019-02-05,Tuesday,2_Tuesday,6
31552,Madison,Lounge,Restaurant,Lunch,2019-02-09,Saturday,6_Saturday,5
31553,Madison,Lounge,Restaurant,Lunch,2019-02-15,Friday,5_Friday,70
31554,Madison,Lounge,Restaurant,Lunch,2019-02-16,Saturday,6_Saturday,7
31555,Madison,Lounge,Restaurant,Lunch,2019-02-21,Thursday,4_Thursday,2
31556,Madison,Lounge,Restaurant,Lunch,2019-02-22,Friday,5_Friday,39
31557,Madison,Lounge,Restaurant,Lunch,2019-02-23,Saturday,6_Saturday,51
31558,Madison,Lounge,Restaurant,Lunch,2019-02-24,Sunday,7_Sunday,8
31559,Madison,Lounge,Restaurant,Lunch,2019-02-25,Monday,1_Monday,12
31560,Madison,Lounge,Restaurant,Lunch,2019-02-26,Tuesday,2_Tuesday,47
31561,Madison,Lounge,Restaurant,Lunch,2019-02-27,Wednesday,3_Wednesday,8
31562,Madison,Lounge,Restaurant,Lunch,2019-03-02,Saturday,6_Saturday,1
31731,Madison,Lounge,Restaurant,Lunch,2020-01-20,Monday,1_Monday,2
31732,Madison,Lounge,Restaurant,Lunch,2020-01-25,Saturday,6_Saturday,1
31733,Madison,Lounge,Restaurant,Lunch,2020-02-01,Saturday,6_Saturday,2
31734,Madison,Lounge,Restaurant,Lunch,2020-02-07,Friday,5_Friday,2
31735,Madison,Lounge,Restaurant,Lunch,2020-02-08,Saturday,6_Saturday,19
31736,Madison,Lounge,Restaurant,Lunch,2020-02-14,Friday,5_Friday,4
31745,Madison,Private Hire,Events & Ex Hires,Dinner,2019-02-05,Tuesday,2_Tuesday,2
31746,Madison,Private Hire,Events & Ex Hires,Dinner,2019-02-09,Saturday,6_Saturday,4
31747,Madison,Private Hire,Events & Ex Hires,Dinner,2019-03-07,Thursday,4_Thursday,1
31778,Madison,Private Hire,Events & Ex Hires,Dinner,2020-01-07,Tuesday,2_Tuesday,1
31779,Madison,Private Hire,Events & Ex Hires,Dinner,2020-01-24,Friday,5_Friday,140
31780,Madison,Private Hire,Events & Ex Hires,Dinner,2020-02-02,Sunday,7_Sunday,450
31781,Madison,Private Hire,Events & Ex Hires,Lunch,2019-02-25,Monday,1_Monday,250
31782,Madison,Private Hire,Events & Ex Hires,Lunch,2019-02-26,Tuesday,2_Tuesday,134
31786,Madison,Private Hire,Events & Ex Hires,Lunch,2020-01-20,Monday,1_Monday,250
31787,Madison,Private Hire,Events & Ex Hires,Lunch,2020-02-24,Monday,1_Monday,250
31790,Madison,Restaurant,Restaurant,Breakfast,2019-02-01,Friday,5_Friday,4
31791,Madison,Restaurant,Restaurant,Breakfast,2019-02-06,Wednesday,3_Wednesday,8
31792,Madison,Restaurant,Restaurant,Breakfast,2019-02-08,Friday,5_Friday,2
31793,Madison,Restaurant,Restaurant,Breakfast,2019-02-12,Tuesday,2_Tuesday,2
31794,Madison,Restaurant,Restaurant,Breakfast,2019-02-13,Wednesday,3_Wednesday,4
31795,Madison,Restaurant,Restaurant,Breakfast,2019-02-14,Thursday,4_Thursday,4
31796,Madison,Restaurant,Restaurant,Breakfast,2019-02-18,Monday,1_Monday,2
31797,Madison,Restaurant,Restaurant,Breakfast,2019-02-20,Wednesday,3_Wednesday,2
31798,Madison,Restaurant,Restaurant,Breakfast,2019-02-22,Friday,5_Friday,2
31799,Madison,Restaurant,Restaurant,Breakfast,2019-02-23,Saturday,6_Saturday,2
31800,Madison,Restaurant,Restaurant,Breakfast,2019-03-05,Tuesday,2_Tuesday,2
31801,Madison,Restaurant,Restaurant,Breakfast,2019-03-07,Thursday,4_Thursday,2
31891,Madison,Restaurant,Restaurant,Breakfast,2020-01-03,Friday,5_Friday,2
31892,Madison,Restaurant,Restaurant,Breakfast,2020-01-16,Thursday,4_Thursday,2
31922,Madison,Restaurant,Restaurant,Dinner,2019-02-01,Friday,5_Friday,169
31923,Madison,Restaurant,Restaurant,Dinner,2019-02-02,Saturday,6_Saturday,174
31924,Madison,Restaurant,Restaurant,Dinner,2019-02-03,Sunday,7_Sunday,75
31925,Madison,Restaurant,Restaurant,Dinner,2019-02-04,Monday,1_Monday,96
31926,Madison,Restaurant,Restaurant,Dinner,2019-02-06,Wednesday,3_Wednesday,159
31927,Madison,Restaurant,Restaurant,Dinner,2019-02-07,Thursday,4_Thursday,239
31928,Madison,Restaurant,Restaurant,Dinner,2019-02-08,Friday,5_Friday,203
31929,Madison,Restaurant,Restaurant,Dinner,2019-02-09,Saturday,6_Saturday,261
31930,Madison,Restaurant,Restaurant,Dinner,2019-02-10,Sunday,7_Sunday,129
31931,Madison,Restaurant,Restaurant,Dinner,2019-02-11,Monday,1_Monday,82
31932,Madison,Restaurant,Restaurant,Dinner,2019-02-12,Tuesday,2_Tuesday,100
31933,Madison,Restaurant,Restaurant,Dinner,2019-02-13,Wednesday,3_Wednesday,180
31934,Madison,Restaurant,Restaurant,Dinner,2019-02-14,Thursday,4_Thursday,259
31935,Madison,Restaurant,Restaurant,Dinner,2019-02-15,Friday,5_Friday,229
31936,Madison,Restaurant,Restaurant,Dinner,2019-02-16,Saturday,6_Saturday,279
31937,Madison,Restaurant,Restaurant,Dinner,2019-02-17,Sunday,7_Sunday,131
31938,Madison,Restaurant,Restaurant,Dinner,2019-02-18,Monday,1_Monday,99
31939,Madison,Restaurant,Restaurant,Dinner,2019-02-19,Tuesday,2_Tuesday,183
31940,Madison,Restaurant,Restaurant,Dinner,2019-02-20,Wednesday,3_Wednesday,181
31941,Madison,Restaurant,Restaurant,Dinner,2019-02-21,Thursday,4_Thursday,187
31942,Madison,Restaurant,Restaurant,Dinner,2019-02-22,Friday,5_Friday,249
31943,Madison,Restaurant,Restaurant,Dinner,2019-02-23,Saturday,6_Saturday,347
31944,Madison,Restaurant,Restaurant,Dinner,2019-02-24,Sunday,7_Sunday,120
31945,Madison,Restaurant,Restaurant,Dinner,2019-02-25,Monday,1_Monday,81
31946,Madison,Restaurant,Restaurant,Dinner,2019-02-26,Tuesday,2_Tuesday,130
31947,Madison,Restaurant,Restaurant,Dinner,2019-02-27,Wednesday,3_Wednesday,215
31948,Madison,Restaurant,Restaurant,Dinner,2019-02-28,Thursday,4_Thursday,183
31949,Madison,Restaurant,Restaurant,Dinner,2019-03-01,Friday,5_Friday,216
31950,Madison,Restaurant,Restaurant,Dinner,2019-03-02,Saturday,6_Saturday,270
31951,Madison,Restaurant,Restaurant,Dinner,2019-03-03,Sunday,7_Sunday,102
